pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,month,day
FF,2024-09-03,93.7,-1.23,5.7,"Meyer, Max",677588,676974,,called_strike,,,,,8,José Tena grounds out to first baseman Jonah Bride.,R,L,R,MIA,WSH,S,,,1,1,2024,-0.44,1.19,0.1,1.5,,,,0,5,Top,,,,,663743,,,4.41133452301885,-136.25214304056163,-7.78081577017278,-6.398449797494088,28.841067848607583,-15.855117077997267,3.45,1.61,,,,94.1,2447,6.5,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.02,,,,,,,,36,3,4-Seam Fastball,0,4,4,0,4,0,4,0,Standard,Standard,214,0.0,-0.051,,,9,3
SL,2024-09-03,87.6,-1.15,5.68,"Meyer, Max",677588,676974,,called_strike,,,,,4,José Tena grounds out to first baseman Jonah Bride.,R,L,R,MIA,WSH,S,,,1,0,2024,-0.05,0.06,-0.81,2.24,,,,0,5,Top,,,,,663743,,,0.9207057885084092,-127.43671314679868,-2.212640062737777,-0.7353960737028296,30.2696205555366,-31.211818645164144,3.36,1.55,,,,87.1,2569,6.4,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.14,,,,,,,,36,2,Slider,0,4,4,0,4,0,4,0,Standard,Standard,266,0.0,-0.043,,,9,3
SL,2024-09-03,86.8,-1.16,5.61,"Meyer, Max",677588,676974,,ball,,,,,14,José Tena grounds out to first baseman Jonah Bride.,R,L,R,MIA,WSH,B,,,0,0,2024,0.11,0.11,0.87,1.72,,,,0,5,Top,,,,,663743,,,4.658138731390851,-126.40729985586262,-3.363783693137214,0.2041171055280173,25.4746928034234,-30.52907312952915,3.49,1.61,,,,87.1,2538,6.4,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.07,,,,,,,,36,1,Slider,0,4,4,0,4,0,4,0,Standard,Standard,327,0.0,0.033,,,9,3
FC,2024-09-03,86.1,2.54,6.0,"Corbin, Patrick",665506,571578,strikeout,swinging_strike,,,,,5,Cristian Pache strikes out swinging.,R,R,L,MIA,WSH,S,2,,2,2,2024,-0.03,0.35,0.0,2.37,,,,2,4,Bot,,,,,660688,,,-6.027535163665659,-125.35445992399576,-3.129707003756613,0.9206202652828336,25.12143573699669,-28.03922242977954,3.43,1.58,,,,86.7,2271,6.6,746020,571578,660688,608336,671277,677588,682928,695578,696285,686611,53.86,,0.0,0.0,1,0,0,,35,7,Cutter,0,4,0,4,4,0,0,4,Standard,Standard,148,-0.007,-0.087,67.76601,6.04315,9,3
SI,2024-09-03,91.7,2.51,6.02,"Corbin, Patrick",665506,571578,,ball,,,,,14,Cristian Pache strikes out swinging.,R,R,L,MIA,WSH,B,,,1,2,2024,1.27,0.83,1.43,2.11,,,,2,4,Bot,,,,,660688,,,-5.522942162991025,-133.30104112458105,-5.828324826330637,16.334607937027624,29.217803294907803,-21.21775486404849,3.39,1.61,,,,92.1,1983,6.6,746020,571578,660688,608336,671277,677588,682928,695578,696285,686611,53.85,,,,,,,,35,6,Sinker,0,4,0,4,4,0,0,4,Standard,Standard,138,0.0,0.016,,,9,3
SI,2024-09-03,91.9,2.3,6.02,"Corbin, Patrick",665506,571578,,foul,,,,,4,Cristian Pache strikes out swinging.,R,R,L,MIA,WSH,S,,,1,2,2024,0.96,0.87,-0.71,2.8,,,,2,4,Bot,,,,,660688,,,-9.766223692605678,-133.4053213244582,-4.208530172227572,13.58736311003535,28.68127333228904,-20.99779668489465,3.43,1.58,162,59.5,35,92.5,2099,6.8,746020,571578,660688,608336,671277,677588,682928,695578,696285,686611,53.73,,,,,,,,35,5,Sinker,0,4,0,4,4,0,0,4,Standard,Standard,143,0.0,0.0,62.45999,5.89601,9,3
SL,2024-09-03,81.3,2.41,6.1,"Corbin, Patrick",665506,571578,,foul,,,,,13,Cristian Pache strikes out swinging.,R,R,L,MIA,WSH,S,,,1,2,2024,0.05,-0.05,-0.99,1.93,,,,2,4,Bot,,,,,660688,,,-7.75886010205402,-118.2067776052894,-2.611317518424946,2.01147586812692,23.356682750898823,-32.37473447703257,3.43,1.58,4,96.5,-30,81.6,2254,6.6,746020,571578,660688,608336,671277,677588,682928,695578,696285,686611,53.9,,,,,,,,35,4,Slider,0,4,0,4,4,0,0,4,Standard,Standard,300,0.0,0.0,78.33453,7.07787,9,3
FC,2024-09-03,87.1,2.46,6.0,"Corbin, Patrick",665506,571578,,foul,,,,,13,Cristian Pache strikes out swinging.,R,R,L,MIA,WSH,S,,,1,1,2024,-0.17,0.37,-0.93,2.1,,,,2,4,Bot,,,,,660688,,,-7.8143427905357425,-126.59092932030502,-3.933195874818443,-0.2324848522193521,26.429356043257144,-27.55267820116806,3.43,1.58,7,76.5,-15,87.4,2253,6.6,746020,571578,660688,608336,671277,677588,682928,695578,696285,686611,53.89,,,,,,,,35,3,Cutter,0,4,0,4,4,0,0,4,Standard,Standard,151,0.0,-0.025,73.93456,7.57609,9,3
SI,2024-09-03,90.9,2.41,6.12,"Corbin, Patrick",665506,571578,,ball,,,,,14,Cristian Pache strikes out swinging.,R,R,L,MIA,WSH,B,,,0,1,2024,1.42,0.91,0.6,0.93,,,,2,4,Bot,,,,,660688,,,-7.617740534503857,-131.8358745181206,-9.000159973209275,18.1834444028938,30.544501572605384,-19.73589262984863,3.34,1.65,,,,91.0,2042,6.7,746020,571578,660688,608336,671277,677588,682928,695578,696285,686611,53.77,,,,,,,,35,2,Sinker,0,4,0,4,4,0,0,4,Standard,Standard,140,0.0,0.011,,,9,3
SI,2024-09-03,91.3,2.23,6.09,"Corbin, Patrick",665506,571578,,called_strike,,,,,9,Cristian Pache strikes out swinging.,R,R,L,MIA,WSH,S,,,0,0,2024,1.29,0.9,0.39,1.75,,,,2,4,Bot,,,,,660688,,,-7.463686862794422,-132.53505042402284,-6.953896506110908,16.845479449835818,30.449453684112708,-20.166194471074316,3.5,1.59,,,,91.6,2080,6.7,746020,571578,660688,608336,671277,677588,682928,695578,696285,686611,53.75,,,,,,,,35,1,Sinker,0,4,0,4,4,0,0,4,Standard,Standard,140,0.0,-0.015,,,9,3
SI,2024-09-03,90.6,2.35,6.2,"Corbin, Patrick",672640,571578,field_out,hit_into_play,,,,,6,"Otto Lopez grounds out, shortstop CJ Abrams to first baseman Joey Gallo.",R,R,L,MIA,WSH,X,6,ground_ball,1,0,2024,1.28,0.96,0.64,2.15,,,,1,4,Bot,114.17,157.0,,,660688,,,-7.064479757628589,-131.63970787919828,-6.18738963232132,16.443853276080887,30.422414072001835,-19.85773529411899,3.26,1.56,6,76.2,-19,90.7,2009,6.7,746020,571578,660688,608336,671277,677588,682928,695578,696285,686611,53.84,0.06,0.067,0.0,1,0,0,2,34,2,Sinker,0,4,0,4,4,0,0,4,Standard,Standard,143,-0.012,-0.188,72.64173,6.67725,9,3
CU,2024-09-03,68.5,2.32,6.3,"Corbin, Patrick",672640,571578,,ball,,,,,13,"Otto Lopez grounds out, shortstop CJ Abrams to first baseman Joey Gallo.",R,R,L,MIA,WSH,B,,,0,0,2024,-0.28,-0.1,-0.92,1.75,,,,1,4,Bot,,,,,660688,,,-5.6820022773103,-99.60127900719394,-0.5251249822892997,-0.9017859068206774,17.109674615489403,-32.949783036814594,3.23,1.55,,,,68.7,1806,6.6,746020,571578,660688,608336,671277,677588,682928,695578,696285,686611,53.88,,,,,,,,34,1,Curveball,0,4,0,4,4,0,0,4,Standard,Standard,300,0.0,0.025,,,9,3
SL,2024-09-03,77.3,2.53,6.12,"Corbin, Patrick",682073,571578,field_out,hit_into_play,,,,,14,David Hensley grounds out to first baseman Joey Gallo.,R,R,L,MIA,WSH,X,3,ground_ball,1,1,2024,0.18,-0.01,1.0,1.99,,,,0,4,Bot,153.52,167.29,,,660688,,,-3.598985172576405,-112.52676855508632,-1.80208548380343,2.210953937091068,21.70833109671034,-32.123418682949215,3.58,1.73,71,71.9,6,77.4,2094,6.5,746020,571578,660688,608336,671277,677588,682928,695578,696285,686611,53.99,0.237,0.231,0.0,1,0,0,2,33,3,Slider,0,4,0,4,4,0,0,4,Standard,Standard,269,-0.019,-0.22,71.72785,6.75765,9,3
SI,2024-09-03,90.2,2.21,6.2,"Corbin, Patrick",682073,571578,,ball,,,,,14,David Hensley grounds out to first baseman Joey Gallo.,R,R,L,MIA,WSH,B,,,0,1,2024,1.42,0.8,1.22,0.98,,,,0,4,Bot,,,,,660688,,,-5.528777425135203,-130.94649529843903,-8.736898597524936,17.500983496561265,29.41418503847596,-21.21246956566511,3.63,1.72,,,,90.6,1983,6.8,746020,571578,660688,608336,671277,677588,682928,695578,696285,686611,53.72,,,,,,,,33,2,Sinker,0,4,0,4,4,0,0,4,Standard,Standard,143,0.0,0.023,,,9,3
SI,2024-09-03,90.4,2.21,6.16,"Corbin, Patrick",682073,571578,,called_strike,,,,,6,David Hensley grounds out to first baseman Joey Gallo.,R,R,L,MIA,WSH,S,,,0,0,2024,1.22,1.03,0.81,2.44,,,,0,4,Bot,,,,,660688,,,-6.095383724160364,-131.41487024793338,-5.481711459685758,15.40635309321137,30.309338680547853,-19.29253311388145,3.54,1.72,,,,90.4,1993,6.6,746020,571578,660688,608336,671277,677588,682928,695578,696285,686611,53.93,,,,,,,,33,1,Sinker,0,4,0,4,4,0,0,4,Standard,Standard,141,0.0,-0.032,,,9,3
SL,2024-09-03,88.2,-1.19,5.77,"Meyer, Max",686611,676974,field_out,hit_into_play,,,,,6,"Dylan Crews grounds out, shortstop Xavier Edwards to first baseman Jonah Bride.",R,R,R,MIA,WSH,X,6,ground_ball,2,2,2024,0.23,-0.04,0.8,2.37,660688,696285,,2,4,Top,109.33,161.23,,,663743,,,4.376792388985794,-128.47567608416006,-2.1211043154854408,1.6906424930816772,25.81743372724074,-32.41832291946683,3.32,1.51,5,88.1,-23,88.7,2612,6.5,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.01,0.126,0.146,0.0,1,0,0,2,32,6,Slider,0,4,4,0,4,0,4,0,Strategic,Standard,38,0.022,-0.452,68.12832,7.62376,9,3
SL,2024-09-03,88.6,-0.91,5.92,"Meyer, Max",686611,676974,,ball,,,,,12,"Dylan Crews grounds out, shortstop Xavier Edwards to first baseman Jonah Bride.",R,R,R,MIA,WSH,B,,,1,2,2024,0.23,-0.27,1.28,2.46,660688,696285,,2,4,Top,,,,,663743,,,4.894402432807008,-128.9097347070558,-1.7761969966708362,1.499824087568454,28.31813965423523,-35.04486446697604,2.98,1.33,,,,88.6,2705,6.4,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.06,,,,,,,,32,5,Slider,0,4,4,0,4,0,4,0,Strategic,Standard,16,0.0,0.064,,,9,3
SI,2024-09-03,93.5,-1.17,5.88,"Meyer, Max",686611,676974,,foul,,,,,4,"Dylan Crews grounds out, shortstop Xavier Edwards to first baseman Jonah Bride.",R,R,R,MIA,WSH,S,,,1,2,2024,-1.39,0.53,-0.42,2.48,660688,696285,,2,4,Top,,,,,663743,,,5.03598623919337,-136.0176208856126,-4.143417523156359,-18.39976474878548,32.08231009402094,-24.911500887290543,3.32,1.51,,,,93.4,2275,6.4,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.06,,,,,,,,32,4,Sinker,0,4,4,0,4,0,4,0,Strategic,Standard,216,0.0,0.0,74.81129,7.91359,9,3
SL,2024-09-03,89.0,-1.15,5.76,"Meyer, Max",686611,676974,,blocked_ball,,,,,14,"Dylan Crews grounds out, shortstop Xavier Edwards to first baseman Jonah Bride.",R,R,R,MIA,WSH,B,,,0,2,2024,0.17,0.08,0.64,0.2,660688,696285,,2,4,Top,,,,,663743,,,4.046736790973766,-129.39115523931562,-7.782981214575247,1.0729910229113186,27.412040216241987,-29.803087236681705,2.92,1.3,,,,89.4,2651,6.6,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,53.88,,,,,,,,32,3,Slider,0,4,4,0,4,0,4,0,Strategic,Standard,341,0.0,0.03,,,9,3
SL,2024-09-03,88.5,-1.31,5.75,"Meyer, Max",686611,676974,,swinging_strike,,,,,13,"Dylan Crews grounds out, shortstop Xavier Edwards to first baseman Jonah Bride.",R,R,R,MIA,WSH,S,,,0,1,2024,0.26,0.01,-0.4,1.03,660688,696285,,2,4,Top,,,,,663743,,,1.6937325783924595,-128.87035978626267,-5.490236758404662,2.504523182268453,27.019597754281207,-31.121127104307195,3.32,1.51,,,,89.0,2618,6.6,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,53.94,,,,,,,,32,2,Slider,0,4,4,0,4,0,4,0,Standard,Standard,28,0.0,-0.116,76.5275,7.8634,9,3
SL,2024-09-03,87.2,-1.23,5.82,"Meyer, Max",686611,676974,,foul,,,,,6,"Dylan Crews grounds out, shortstop Xavier Edwards to first baseman Jonah Bride.",R,R,R,MIA,WSH,S,,,0,0,2024,0.28,-0.15,0.65,2.31,660688,696285,,2,4,Top,,,,,663743,,,3.9757334647993305,-126.94345286332418,-1.992523996801696,2.175348596019008,25.619431616561577,-33.602369392917815,3.32,1.51,2,54.9,-45,87.7,2567,6.5,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,53.96,,,,,,,,32,1,Slider,0,4,4,0,4,0,4,0,Standard,Standard,14,0.0,-0.096,69.97643,8.1384,9,3
FF,2024-09-03,93.4,-1.04,5.85,"Meyer, Max",696285,676974,double,hit_into_play,,,,,6,Jacob Young hits a ground-rule double (23) on a line drive to right field.   Keibert Ruiz to 3rd.,R,R,R,MIA,WSH,X,,line_drive,1,2,2024,-0.25,1.46,0.47,2.45,,,660688,2,4,Top,219.0,104.0,,,663743,,,4.445130042169724,-135.84536920269775,-6.233671857506915,-4.152701997705741,30.97682456179116,-12.89418978635073,3.29,1.5,320,99.1,20,93.6,2466,6.5,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,53.99,0.377,0.444,1.25,1,1,1,5,31,4,4-Seam Fastball,0,4,4,0,4,0,4,0,Standard,Standard,212,-0.013,0.797,68.63043,6.87026,9,3
SL,2024-09-03,86.9,-1.11,5.79,"Meyer, Max",696285,676974,,ball,,,,,14,Jacob Young hits a ground-rule double (23) on a line drive to right field.   Keibert Ruiz to 3rd.,R,R,R,MIA,WSH,B,,,0,2,2024,0.24,0.07,0.93,1.78,,,660688,2,4,Top,,,,,663743,,,4.409418012480094,-126.53738480884547,-3.614483095737453,1.7446051300495895,24.216114893839364,-30.920231826183915,3.33,1.52,,,,87.2,2497,6.3,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.23,,,,,,,,31,3,Slider,0,4,4,0,4,0,4,0,Standard,Standard,358,0.0,0.024,,,9,3
SL,2024-09-03,88.6,-1.09,5.68,"Meyer, Max",696285,676974,,foul,,,,,6,Jacob Young hits a ground-rule double (23) on a line drive to right field.   Keibert Ruiz to 3rd.,R,R,R,MIA,WSH,S,,,0,1,2024,0.11,0.04,0.31,2.07,,,660688,2,4,Top,,,,,663743,,,3.209164987983236,-128.9811281410676,-2.8363720267750017,0.5339002091819919,27.929655478979765,-31.29533513438692,3.29,1.5,,,,88.7,2600,6.4,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.06,,,,,,,,31,2,Slider,0,4,4,0,4,0,4,0,Standard,Standard,334,0.0,-0.047,66.9931,7.75557,9,3
SL,2024-09-03,87.0,-1.09,5.73,"Meyer, Max",696285,676974,,swinging_strike,,,,,9,Jacob Young hits a ground-rule double (23) on a line drive to right field.   Keibert Ruiz to 3rd.,R,R,R,MIA,WSH,S,,,0,0,2024,0.2,0.04,0.29,1.75,,,660688,2,4,Top,,,,,663743,,,2.896152095635747,-126.73681373344868,-3.5012372525760567,1.6273743786264057,24.61430969311304,-31.31375226005062,3.29,1.5,,,,87.5,2575,6.4,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.06,,,,,,,,31,1,Slider,0,4,4,0,4,0,4,0,Standard,Standard,39,0.0,-0.041,68.97344,7.27324,9,3
SL,2024-09-03,88.9,-0.93,5.79,"Meyer, Max",660688,676974,single,hit_into_play,,,,,8,Keibert Ruiz singles on a ground ball to right fielder David Hensley.,R,L,R,MIA,WSH,X,9,ground_ball,1,1,2024,0.21,-0.22,0.24,1.68,,,,2,4,Top,184.1,127.77,,,663743,,,2.426772172391231,-129.47393305018193,-3.619471569986023,1.8366552227186013,25.835775022210708,-34.12680909503329,3.29,1.53,100,106.4,4,89.0,2622,6.2,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.27,0.591,0.563,0.9,1,1,0,4,30,3,Slider,0,4,4,0,4,0,4,0,Infield shade,Standard,11,-0.004,0.134,70.5504,7.38073,9,3
CH,2024-09-03,85.9,-1.12,5.72,"Meyer, Max",660688,676974,,called_strike,,,,,7,Keibert Ruiz singles on a ground ball to right fielder David Hensley.,R,L,R,MIA,WSH,S,,,1,0,2024,-1.24,0.53,-0.39,2.0,,,,2,4,Top,,,,,663743,,,4.198377123394451,-125.04970064315214,-3.631423220186616,-13.816091435930684,25.38114471949012,-26.04549391005776,3.4,1.59,,,,85.7,1552,6.1,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.36,,,,,,,,30,2,Changeup,0,4,4,0,4,0,4,0,Infield shade,Standard,231,0.0,-0.02,,,9,3
FF,2024-09-03,93.9,-1.21,5.78,"Meyer, Max",660688,676974,,ball,,,,,11,Keibert Ruiz singles on a ground ball to right fielder David Hensley.,R,L,R,MIA,WSH,B,,,0,0,2024,-0.28,1.21,-0.11,3.9,,,,2,4,Top,,,,,663743,,,3.4929037961983447,-136.80027851232433,-1.8450328336618456,-4.320856431518021,30.27399089817779,-16.75111106272132,3.34,1.59,,,,94.3,2378,6.5,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.05,,,,,,,,30,1,4-Seam Fastball,0,4,4,0,4,0,4,0,Standard,Standard,207,0.0,0.016,,,9,3
SL,2024-09-03,87.8,-0.81,5.86,"Meyer, Max",682928,676974,field_out,hit_into_play,,,,,4,CJ Abrams flies out to center fielder Cristian Pache.,R,L,R,MIA,WSH,X,8,fly_ball,2,2,2024,0.29,-0.17,-0.68,2.7,,,,1,4,Top,104.18,61.56,,,663743,,,-0.2779960547706451,-127.95130760032536,-1.1878515017394782,3.203094110213378,26.807927540402236,-34.00032593274239,3.48,1.62,344,97.6,38,87.7,2493,6.2,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.3,0.14,0.294,0.0,1,0,0,3,29,5,Slider,0,4,4,0,4,0,4,0,Standard,Standard,20,0.006,-0.143,71.6972,7.53093,9,3
SL,2024-09-03,89.7,-0.95,5.78,"Meyer, Max",682928,676974,,foul,,,,,8,CJ Abrams flies out to center fielder Cristian Pache.,R,L,R,MIA,WSH,S,,,2,1,2024,0.13,0.15,0.1,2.18,,,,1,4,Top,,,,,663743,,,2.3300892877092503,-130.42871815494044,-3.0995537989456765,0.8329107126526908,32.442265433547554,-29.95463408950374,3.48,1.62,134,74.5,75,89.1,2411,6.4,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.1,,,,,,,,29,4,Slider,0,4,4,0,4,0,4,0,Standard,Standard,60,0.0,-0.05,71.72245,7.57318,9,3
FF,2024-09-03,93.1,-1.11,5.76,"Meyer, Max",682928,676974,,swinging_strike,,,,,6,CJ Abrams flies out to center fielder Cristian Pache.,R,L,R,MIA,WSH,S,,,2,0,2024,-0.27,1.37,0.32,2.76,,,,1,4,Top,,,,,663743,,,4.263659991627271,-135.46198791685413,-4.917349177563628,-4.236472221081277,31.14740813051953,-14.50244281809096,3.48,1.62,,,,93.2,2296,6.5,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.04,,,,,,,,29,3,4-Seam Fastball,0,4,4,0,4,0,4,0,Standard,Standard,215,0.0,-0.041,72.62092,6.31594,9,3
CH,2024-09-03,87.7,-1.04,5.74,"Meyer, Max",682928,676974,,ball,,,,,1,CJ Abrams flies out to center fielder Cristian Pache.,R,L,R,MIA,WSH,B,,,1,0,2024,-1.24,0.64,-0.71,3.52,,,,1,4,Top,,,,,663743,,,3.3714370309050183,-127.70168102921518,-0.5354381647098403,-14.265946202034492,28.01122866876949,-25.288075105629098,3.52,1.58,,,,87.4,1718,6.2,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.3,,,,,,,,29,2,Changeup,0,4,4,0,4,0,4,0,Standard,Standard,218,0.0,0.046,,,9,3
SL,2024-09-03,89.1,-1.14,5.66,"Meyer, Max",682928,676974,,ball,,,,,11,CJ Abrams flies out to center fielder Cristian Pache.,R,L,R,MIA,WSH,B,,,0,0,2024,-0.03,0.02,-1.19,2.86,,,,1,4,Top,,,,,663743,,,-0.0750529079272202,-129.9093517207873,-0.9368002117605634,-0.2903872730624666,26.43208405224516,-32.00651941463358,3.52,1.58,,,,89.5,2353,6.4,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.11,,,,,,,,29,1,Slider,0,4,4,0,4,0,4,0,Standard,Standard,10,0.0,0.025,,,9,3
FF,2024-09-03,93.5,-1.19,5.83,"Meyer, Max",608336,676974,home_run,hit_into_play,,,,,4,Joey Gallo homers (6) on a fly ball to center field.   Andrés Chaparro scores.    James Wood scores.,R,L,R,MIA,WSH,X,,fly_ball,0,0,2024,-0.48,1.39,-0.45,2.51,,665953,695578,1,4,Top,143.86,31.99,,,663743,,,2.967652288333057,-136.11477439724902,-5.878281404610773,-6.653754799198772,30.85010988193951,-13.7878188799463,3.42,1.61,415,106.1,35,93.6,2351,6.4,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.12,0.751,1.474,2.0,1,0,3,6,28,1,4-Seam Fastball,0,1,1,0,4,0,4,0,Standard,Standard,221,-0.212,2.335,,,9,3
SL,2024-09-03,88.5,-1.09,5.83,"Meyer, Max",671277,676974,strikeout,called_strike,,,,,7,Luis García Jr.  called out on strikes.,R,L,R,MIA,WSH,S,2,,0,2,2024,0.44,-0.06,-0.42,1.86,,665953,695578,0,4,Top,,,,,663743,,,0.6979961811513519,-128.86705836598512,-3.459683679496356,4.784272508306423,28.229284239827734,-32.309511796533755,3.47,1.63,,,,88.1,2776,6.1,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.36,,0.0,0.0,1,0,0,,27,3,Slider,0,1,1,0,1,0,1,0,Standard,Standard,23,0.049,-0.323,,,9,3
SL,2024-09-03,89.0,-1.27,5.88,"Meyer, Max",671277,676974,,swinging_strike,,,,,11,Luis García Jr.  called out on strikes.,R,L,R,MIA,WSH,S,,,0,1,2024,0.13,0.06,-1.26,2.63,,665953,695578,0,4,Top,,,,,663743,,,-0.2419166577231865,-129.71807478271032,-2.106238033541598,1.469054104260184,26.23105473727192,-31.272682479877787,3.52,1.73,,,,89.2,2738,6.2,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.27,,,,,,,,27,2,Slider,0,1,1,0,1,0,1,0,Standard,Standard,25,0.0,-0.148,56.07274,6.20277,9,3
FF,2024-09-03,92.4,-1.22,5.85,"Meyer, Max",671277,676974,,foul,,,,,4,Luis García Jr.  called out on strikes.,R,L,R,MIA,WSH,S,,,0,0,2024,-0.42,1.21,-0.42,2.74,,665953,695578,0,4,Top,,,,,663743,,,2.9332148804751603,-134.44205151970996,-4.701162090114035,-5.7068889380932335,30.960261778842757,-16.702285033758255,3.52,1.73,293,90.0,40,92.1,2339,6.2,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.25,,,,,,,,27,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,211,0.0,-0.098,61.90707,6.69724,9,3
CH,2024-09-03,86.6,-1.27,5.71,"Meyer, Max",695578,676974,walk,ball,,,,,13,James Wood walks.,R,L,R,MIA,WSH,B,,,3,1,2024,-1.04,1.23,-0.12,1.26,,665953,,0,4,Top,,,,,663743,,,4.8425749277917,-125.9500230766622,-6.91478614932359,-12.0246854643553,26.193178944966142,-17.852920334504862,3.91,1.9,,,,86.4,1720,6.3,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.24,,0.689751,0.7,1,0,0,,26,5,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,222,-0.023,0.235,,,9,3
FF,2024-09-03,92.8,-1.14,5.91,"Meyer, Max",695578,676974,,ball,,,,,14,James Wood walks.,R,L,R,MIA,WSH,B,,,2,1,2024,-0.8,1.54,0.33,1.32,,665953,,0,4,Top,,,,,663743,,,5.495312506329875,-134.8203519869862,-9.288800724120335,-10.91961068368547,30.05485989000915,-11.576873907552502,3.9,1.77,,,,92.7,2420,6.4,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.13,,,,,,,,26,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,211,0.0,0.133,,,9,3
SL,2024-09-03,87.6,-1.17,5.81,"Meyer, Max",695578,676974,,called_strike,,,,,1,James Wood walks.,R,L,R,MIA,WSH,S,,,2,0,2024,0.19,0.15,-0.51,3.33,,665953,,0,4,Top,,,,,663743,,,1.1962548886697482,-127.7489682004076,-0.2543655488951167,1.831040005792896,24.163417971082573,-30.637459168988503,3.88,1.78,,,,87.8,2581,6.1,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.4,,,,,,,,26,3,Slider,0,1,1,0,1,0,1,0,Standard,Standard,14,0.0,-0.064,,,9,3
CH,2024-09-03,83.9,-1.39,5.73,"Meyer, Max",695578,676974,,ball,,,,,14,James Wood walks.,R,L,R,MIA,WSH,B,,,1,0,2024,-0.97,1.19,0.1,0.92,,665953,,0,4,Top,,,,,663743,,,5.326364768492638,-121.91210808907398,-6.998900142902723,-10.741966709041884,25.300284153778712,-19.117274232935667,3.9,1.87,,,,83.3,1605,6.1,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.39,,,,,,,,26,2,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,228,0.0,0.066,,,9,3
FF,2024-09-03,91.6,-1.37,5.91,"Meyer, Max",695578,676974,,ball,,,,,13,James Wood walks.,R,L,R,MIA,WSH,B,,,0,0,2024,-0.75,1.56,-1.79,2.08,,665953,,0,4,Top,,,,,663743,,,0.5643694985107497,-133.3134032387255,-7.159829467858933,-9.031603654616346,30.06116487676659,-12.299293311456475,3.8,1.77,,,,91.4,2376,6.2,746020,676974,663743,681146,672640,681393,669364,669065,665506,682073,54.25,,,,,,,,26,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,216,0.0,0.049,,,9,3
