pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,month,day
CH,2013-03-31,85.4,-1.35,5.67,"Norris, Bud",519048,502032,field_out,hit_into_play,,,,,13,Mitch Moreland flies out to left fielder Chris Carter.,R,L,R,HOU,TEX,X,7,fly_ball,2,1,2013,-1.04,0.63,-1.33,2.3,,,,1,5,Top,86.35,114.46,,,488771,,130331_203219,2.11,-124.35,-2.61,-10.1,27.6,-27.48,3.52,1.5,,,,,,,346787,502032,488771,477165,514888,518625,430592,474892,452239,488681,50,,,0.0,,0,0,,32,4,Changeup,2,0,0,2,0,2,0,2,,,,0.019,-0.18,3,31
FF,2013-03-31,90.9,-1.44,5.68,"Norris, Bud",519048,502032,,ball,,,,,13,Mitch Moreland flies out to left fielder Chris Carter.,R,L,R,HOU,TEX,B,,,1,1,2013,-0.7,1.61,-1.7,2.15,,,,1,5,Top,,,,,488771,,130331_203156,0.71,-132.31,-6.38,-7.2,30.27,-14.75,3.52,1.5,,,,,,,346787,502032,488771,477165,514888,518625,430592,474892,452239,488681,50,,,,,,,,32,3,4-Seam Fastball,2,0,0,2,0,2,0,2,,,,0.0,0.034,3,31
SL,2013-03-31,82.8,-1.35,5.93,"Norris, Bud",519048,502032,,foul,,,,,5,Mitch Moreland flies out to left fielder Chris Carter.,R,L,R,HOU,TEX,S,,,1,0,2013,0.76,-0.1,0.24,2.29,,,,1,5,Top,,,,,488771,,130331_203127,1.81,-120.47,-1.29,9.39,22.49,-35.16,3.52,1.5,,,,,,,346787,502032,488771,477165,514888,518625,430592,474892,452239,488681,50,,,,,,,,32,2,Slider,2,0,0,2,0,2,0,2,,,,0.0,-0.029,3,31
FF,2013-03-31,90.2,-1.4,5.83,"Norris, Bud",519048,502032,,ball,,,,,11,Mitch Moreland flies out to left fielder Chris Carter.,R,L,R,HOU,TEX,B,,,0,0,2013,-0.71,1.27,-1.48,3.62,,,,1,5,Top,,,,,488771,,130331_203111,1.2,-131.37,-2.04,-7.31,28.13,-19.04,3.52,1.5,,,,,,,346787,502032,488771,477165,514888,518625,430592,474892,452239,488681,50,,,,,,,,32,1,4-Seam Fastball,2,0,0,2,0,2,0,2,,,,0.0,0.023,3,31
FF,2013-03-31,91.7,-1.36,5.79,"Norris, Bud",150229,502032,strikeout,swinging_strike,,,,,11,A.J. Pierzynski strikes out swinging.,R,L,R,HOU,TEX,S,2,,1,2,2013,-0.55,1.56,-0.8,4.07,,,,0,5,Top,,,,,488771,,130331_203032,2.51,-133.63,-1.71,-5.41,28.79,-14.91,3.6,1.5,,,,,,,346787,502032,488771,477165,514888,518625,430592,474892,452239,488681,50,,,0.0,,0,0,,31,4,4-Seam Fastball,2,0,0,2,0,2,0,2,,,,0.028,-0.159,3,31
SL,2013-03-31,82.3,-1.32,5.91,"Norris, Bud",150229,502032,,foul,,,,,5,A.J. Pierzynski strikes out swinging.,R,L,R,HOU,TEX,S,,,1,1,2013,0.86,0.07,-0.05,2.45,,,,0,5,Top,,,,,488771,,130331_202936,0.82,-119.75,-1.16,10.43,21.13,-33.46,3.6,1.5,,,,,,,346787,502032,488771,477165,514888,518625,430592,474892,452239,488681,50,,,,,,,,31,3,Slider,2,0,0,2,0,2,0,2,,,,0.0,-0.055,3,31
CH,2013-03-31,83.7,-1.41,5.88,"Norris, Bud",150229,502032,,ball,,,,,11,A.J. Pierzynski strikes out swinging.,R,L,R,HOU,TEX,B,,,0,1,2013,-0.74,0.45,-1.71,2.83,,,,0,5,Top,,,,,488771,,130331_202919,0.65,-121.91,-1.12,-6.49,27.55,-29.53,3.6,1.5,,,,,,,346787,502032,488771,477165,514888,518625,430592,474892,452239,488681,50,,,,,,,,31,2,Changeup,2,0,0,2,0,2,0,2,,,,0.0,0.027,3,31
CH,2013-03-31,83.9,-1.08,5.88,"Norris, Bud",150229,502032,,called_strike,,,,,5,A.J. Pierzynski strikes out swinging.,R,L,R,HOU,TEX,S,,,0,0,2013,-0.64,0.69,-0.15,2.18,,,,0,5,Top,,,,,488771,,130331_202903,3.38,-122.1,-3.24,-5.45,26.68,-27.0,3.6,1.5,,,,,,,346787,502032,488771,477165,514888,518625,430592,474892,452239,488681,50,,,,,,,,31,1,Changeup,2,0,0,2,0,2,0,2,,,,0.0,-0.033,3,31
SI,2013-03-31,92.2,1.94,6.09,"Harrison, Matt",488771,457448,field_out,hit_into_play,,,,,6,"Jason Castro grounds out, first baseman Mitch Moreland to pitcher Matt Harrison.",R,L,L,HOU,TEX,X,3,ground_ball,2,1,2013,1.86,1.4,0.34,2.34,452239,,,2,4,Bot,,,,,150229,,130331_202552,-9.12,-133.8,-6.7,25.91,29.44,-16.91,3.59,1.5,,,,,,,346787,457448,150229,519048,435079,134181,462101,461815,547982,443558,50,,,0.0,,0,0,,30,4,Sinker,2,0,2,0,0,2,2,0,,,,-0.026,-0.378,3,31
SI,2013-03-31,91.4,1.98,6.02,"Harrison, Matt",488771,457448,,ball,,,,,14,"Jason Castro grounds out, first baseman Mitch Moreland to pitcher Matt Harrison.",R,L,L,HOU,TEX,B,,,1,1,2013,1.75,1.49,1.3,1.16,452239,,,2,4,Bot,,,,,150229,,130331_202533,-6.35,-132.67,-9.57,23.91,30.52,-16.25,3.59,1.5,,,,,,,346787,457448,150229,519048,435079,134181,462101,461815,547982,443558,50,,,,,,,,30,3,Sinker,2,0,2,0,0,2,2,0,,,,0.0,0.062,3,31
