pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,month,day
SL,2024-07-01,85.8,-2.34,5.14,"Rodríguez, Yariel",608324,684320,field_out,hit_into_play,,,,,2,Alex Bregman flies out to center fielder Kevin Kiermaier.,R,R,R,TOR,HOU,X,8,fly_ball,1,1,2024,0.64,0.4,0.23,3.15,,,,0,1,Top,147.1,92.59,,,672386,,,4.8038952018149725,-124.80188965552024,0.7637299495357773,5.61927558130629,26.35931570398224,-28.38424085491389,3.32,1.6,271,92.9,48,85.7,2707,6.4,744914,684320,672386,687462,676914,676391,666182,662139,595281,543807,54.15,0.006,0.009,0.0,1,0,0,3,1,3,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,96,0.022,-0.215,74.06917690342421,6.45593,7,1
FF,2024-07-01,94.1,-1.62,5.83,"Rodríguez, Yariel",608324,684320,,called_strike,,,,,9,Alex Bregman flies out to center fielder Kevin Kiermaier.,R,R,R,TOR,HOU,S,,,1,0,2024,-0.27,0.91,0.78,1.73,,,,0,1,Top,,,,,672386,,,6.835015595515198,-136.77135065758037,-6.970384364174383,-4.78310076824168,28.86187464769518,-19.40000175313369,3.42,1.65,,,,94.6,2349,6.5,744914,684320,672386,687462,676914,676391,666182,662139,595281,543807,53.98,,,,,,,,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,206,0.0,-0.044,,,7,1
FF,2024-07-01,95.9,-2.18,5.46,"Rodríguez, Yariel",608324,684320,,ball,,,,,13,Alex Bregman flies out to center fielder Kevin Kiermaier.,R,R,R,TOR,HOU,B,,,0,0,2024,-0.42,0.87,-1.3,2.12,,,,0,1,Top,,,,,672386,,,3.2601027764256933,-139.69760847025225,-5.268881780871896,-6.239906475174424,26.92092622940745,-19.85601606108392,3.46,1.64,,,,96.6,2192,6.3,744914,684320,672386,687462,676914,676391,666182,662139,595281,543807,54.2,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,217,0.0,0.032,,,7,1
FS,2024-07-01,90.1,-2.11,5.72,"Garrett, Reed",671277,657585,strikeout,swinging_strike,,,,,13,Luis García Jr.  strikes out swinging.,R,L,R,WSH,NYM,S,2,,1,2,2024,-0.91,-0.23,-0.08,0.94,,695578,686452,2,10,Bot,,,,,682626,,,7.004132436649215,-131.05968940943302,-5.442446618655019,-11.921740940428135,26.460360796280217,-33.906356292902075,3.43,1.67,,,,90.5,1655,6.5,744840,657585,682626,624413,643446,578428,596019,592325,664056,621438,54.03,,0.0,0.0,1,0,0,,89,4,Split-Finger,7,9,7,9,9,7,7,9,Standard,Strategic,238,-0.09,-0.32,70.1247014226882,7.90965,7,1
SI,2024-07-01,97.9,-2.13,5.76,"Garrett, Reed",671277,657585,,swinging_strike,,,,,13,Luis García Jr.  strikes out swinging.,R,L,R,WSH,NYM,S,,,1,1,2024,-1.47,0.88,-1.06,2.01,,695578,686452,2,10,Bot,,,,,682626,,,6.237946199467437,-142.2996948597086,-6.613738918995283,-21.435473769519174,33.15478444290952,-18.85761989274077,3.43,1.67,,,,97.2,2413,6.0,744840,657585,682626,624413,643446,578428,596019,592325,664056,621438,54.5,,,,,,,,89,3,Sinker,7,9,7,9,9,7,7,9,Standard,Strategic,223,0.0,-0.113,70.8498198986926,7.06298,7,1
FS,2024-07-01,89.7,-2.09,5.78,"Garrett, Reed",671277,657585,,ball,,,,,13,Luis García Jr.  strikes out swinging.,R,L,R,WSH,NYM,B,,,0,1,2024,-1.17,0.2,-0.14,0.88,,695578,686452,2,10,Bot,,,,,682626,,,7.298427340471826,-130.41798711281646,-6.584817833089245,-14.810409177930891,26.184695482060445,-28.712693887978507,3.43,1.67,,,,90.0,1602,6.4,744840,657585,682626,624413,643446,578428,596019,592325,664056,621438,54.1,,,,,,,,89,2,Split-Finger,7,9,7,9,9,7,7,9,Standard,Strategic,236,0.0,0.052,,,7,1
FS,2024-07-01,89.3,-2.23,5.79,"Garrett, Reed",671277,657585,,swinging_strike,,,,,13,Luis García Jr.  strikes out swinging.,R,L,R,WSH,NYM,S,,,0,0,2024,-1.14,0.05,-0.35,1.17,,695578,686452,2,10,Bot,,,,,682626,,,7.040754896244781,-129.848945491112,-5.521275062210095,-14.313554815797044,25.433344409198856,-30.665693857377548,3.43,1.67,,,,89.7,1684,6.4,744840,657585,682626,624413,643446,578428,596019,592325,664056,621438,54.06,,,,,,,,89,1,Split-Finger,7,9,7,9,9,7,7,9,Standard,Strategic,231,0.0,-0.067,75.0961156990414,8.27578,7,1
FF,2024-07-01,98.3,-2.2,5.76,"Garrett, Reed",660688,657585,single,hit_into_play,,,,,13,Keibert Ruiz singles on a line drive to center fielder Harrison Bader.   Ildemaro Vargas scores.    James Wood to 2nd.,R,L,R,WSH,NYM,X,8,line_drive,1,0,2024,-0.95,1.28,-1.28,2.13,,545121,695578,2,10,Bot,143.84,87.94,,,682626,,,4.713992624088107,-142.97269367351942,-7.291898262086184,-14.097883027820217,35.16396692219458,-13.120426703331866,3.2,1.44,196,87.0,10,98.0,2432,6.3,744840,657585,682626,624413,643446,578428,596019,592325,664056,621438,54.19,0.563,0.51,0.9,1,1,0,4,88,2,4-Seam Fastball,6,9,6,9,9,7,7,9,Standard,Standard,222,0.049,0.869,72.0629704686429,6.87357,7,1
FS,2024-07-01,89.0,-2.26,5.76,"Garrett, Reed",660688,657585,,ball,,,,,13,Keibert Ruiz singles on a line drive to center fielder Harrison Bader.   Ildemaro Vargas scores.    James Wood to 2nd.,R,L,R,WSH,NYM,B,,,0,0,2024,-1.09,-0.13,-0.83,1.09,,545121,695578,2,10,Bot,,,,,682626,,,5.810685964265325,-129.42529496667782,-5.149358799490876,-13.508897171407032,26.4224732060204,-32.7325736335302,3.2,1.44,,,,89.1,1652,6.3,744840,657585,682626,624413,643446,578428,596019,592325,664056,621438,54.18,,,,,,,,88,1,Split-Finger,6,9,6,9,9,6,6,9,Standard,Standard,238,0.0,0.034,,,7,1
SI,2024-07-01,94.4,2.71,5.54,"Jay, Tyler",695578,664079,walk,ball,,,,,13,James Wood walks.,R,L,L,WSH,NYM,B,,,3,1,2024,1.56,0.57,-0.35,1.24,,545121,,2,10,Bot,,,,,682626,,,-11.372904914171588,-136.9346478250802,-6.755599183177651,22.04327982473905,29.012162419175763,-23.59395019136604,3.66,1.68,,,,94.2,1695,6.3,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.22,,0.691353,0.7,1,0,0,,87,5,Sinker,6,9,6,9,9,6,6,9,Standard,Standard,129,0.025,0.074,,,7,1
SI,2024-07-01,94.9,2.58,5.62,"Jay, Tyler",695578,664079,,ball,,,,,11,James Wood walks.,R,L,L,WSH,NYM,B,,,2,1,2024,1.46,0.77,-1.53,3.07,,545121,,2,10,Bot,,,,,682626,,,-13.952617951177103,-137.50602682146044,-2.7130051640533988,21.54103743999668,29.079006223379785,-21.945908966956036,3.66,1.68,,,,94.8,1810,6.4,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.14,,,,,,,,87,4,Sinker,6,9,6,9,9,6,6,9,Standard,Standard,139,0.0,0.036,,,7,1
SI,2024-07-01,94.4,2.71,5.57,"Jay, Tyler",695578,664079,,called_strike,,,,,6,James Wood walks.,R,L,L,WSH,NYM,S,,,2,0,2024,1.55,0.46,0.66,2.37,,545121,,2,10,Bot,,,,,682626,,,-8.75406307275142,-137.23060942347263,-3.651384801325759,21.578375727864017,30.39773796053684,-25.75407023758935,3.66,1.68,,,,94.2,1783,6.2,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.27,,,,,,,,87,3,Sinker,6,9,6,9,9,6,6,9,Standard,Standard,134,0.0,-0.029,,,7,1
SI,2024-07-01,94.1,2.52,5.59,"Jay, Tyler",695578,664079,,ball,,,,,13,James Wood walks.,R,L,L,WSH,NYM,B,,,1,0,2024,1.62,0.55,-0.21,1.36,,545121,,2,10,Bot,,,,,682626,,,-10.6781945220938,-136.5350497666192,-6.484441996934187,22.546616785881938,28.85785041540445,-24.01584579376064,3.66,1.68,,,,94.2,1793,6.4,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.06,,,,,,,,87,2,Sinker,6,9,6,9,9,6,6,9,Standard,Standard,136,0.0,0.022,,,7,1
SI,2024-07-01,93.3,2.71,5.58,"Jay, Tyler",695578,664079,,ball,,,,,12,James Wood walks.,R,L,L,WSH,NYM,B,,,0,0,2024,1.53,0.53,1.45,2.83,,545121,,2,10,Bot,,,,,682626,,,-6.622745186072936,-135.83562239362638,-2.5289844797831345,20.351129180947947,28.250952045555117,-25.223834320919284,3.66,1.68,,,,93.9,1667,6.5,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.02,,,,,,,,87,1,Sinker,6,9,6,9,9,6,6,9,Standard,Standard,133,0.0,0.024,,,7,1
SI,2024-07-01,93.9,2.71,5.5,"Jay, Tyler",545121,664079,double,hit_into_play,,,,,6,Ildemaro Vargas doubles (12) on a ground ball to right fielder Tyrone Taylor.   CJ Abrams scores.    Jesse Winker scores.,R,R,L,WSH,NYM,X,9,ground_ball,0,0,2024,1.16,0.69,0.46,2.51,682928,608385,,2,10,Bot,141.61,185.4,,,682626,,,-8.398302535766629,-136.66761190242548,-3.6353422535927136,16.301445754681236,26.743395820516056,-22.868259987160872,3.36,1.54,59,99.8,0,94.4,1850,6.3,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.2,0.443,0.412,1.25,1,1,1,4,86,1,Sinker,4,9,4,9,9,6,6,9,Standard,Standard,132,0.01,1.743,72.20842936000102,6.33029,7,1
SI,2024-07-01,94.1,2.71,5.54,"Jay, Tyler",608841,664079,strikeout,swinging_strike,,,,,3,Joey Meneses strikes out swinging.,R,R,L,WSH,NYM,S,2,,3,2,2024,1.11,0.91,0.58,3.68,682928,608385,,1,10,Bot,,,,,682626,,,-8.03259144140278,-136.92474242366384,-1.1754226426100658,15.719117347434684,28.600173936110696,-20.599539270465648,3.72,1.76,,,,94.7,1936,6.5,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,53.97,,0.0,0.0,1,0,0,,85,9,Sinker,4,9,4,9,9,4,4,9,Standard,Standard,138,-0.017,-0.572,66.95458454975082,6.01697,7,1
SI,2024-07-01,93.8,2.67,5.54,"Jay, Tyler",608841,664079,,foul,,,,,12,Joey Meneses strikes out swinging.,R,R,L,WSH,NYM,S,,,3,2,2024,1.52,0.61,1.81,3.18,682928,608385,,1,10,Bot,,,,,682626,,,-5.566974586838775,-136.53665910688662,-1.7187532302810902,20.21684470240867,31.3538680761492,-24.33372646035582,3.72,1.76,160,77.3,14,93.6,1960,6.2,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.28,,,,,,,,85,8,Sinker,4,9,4,9,9,4,4,9,Standard,Standard,135,0.0,0.0,56.11899393204232,6.75199,7,1
ST,2024-07-01,81.3,2.63,5.47,"Jay, Tyler",608841,664079,,ball,,,,,12,Joey Meneses strikes out swinging.,R,R,L,WSH,NYM,B,,,2,2,2024,-1.56,0.56,0.89,3.56,682928,608385,,1,10,Bot,,,,,682626,,,-0.9101460947014526,-118.3726918642738,1.2531307695177727,-14.522152960648144,22.840230969477197,-27.362767705506,3.72,1.76,,,,81.1,2233,6.1,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.35,,,,,,,,85,7,Sweeper,4,9,4,9,9,4,4,9,Standard,Standard,284,0.0,0.055,,,7,1
FF,2024-07-01,93.3,2.51,5.54,"Jay, Tyler",608841,664079,,foul,,,,,11,Joey Meneses strikes out swinging.,R,R,L,WSH,NYM,S,,,2,2,2024,0.96,1.17,-0.91,2.82,682928,608385,,1,10,Bot,,,,,682626,,,-10.902215758480889,-135.44581078483282,-3.836341982544605,14.036556333350338,26.685291830515897,-16.987714530623503,3.72,1.76,175,68.3,22,93.6,2078,6.4,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.14,,,,,,,,85,6,4-Seam Fastball,4,9,4,9,9,4,4,9,Standard,Standard,129,0.0,0.0,57.23083289702491,5.75847,7,1
FF,2024-07-01,93.6,2.69,5.48,"Jay, Tyler",608841,664079,,foul,,,,,14,Joey Meneses strikes out swinging.,R,R,L,WSH,NYM,S,,,2,2,2024,1.44,1.03,0.56,1.61,682928,608385,,1,10,Bot,,,,,682626,,,-8.66094289195128,-135.90893276894755,-6.46566051586012,19.756779123267467,31.003451852601017,-18.150391904370423,3.72,1.76,,,,93.4,1877,6.4,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.12,,,,,,,,85,5,4-Seam Fastball,4,9,4,9,9,4,4,9,Standard,Standard,133,0.0,0.0,66.27564435107382,7.90192,7,1
SI,2024-07-01,93.9,2.66,5.46,"Jay, Tyler",608841,664079,,foul,,,,,6,Joey Meneses strikes out swinging.,R,R,L,WSH,NYM,S,,,2,1,2024,1.34,0.79,0.41,2.7,682928,608385,,1,10,Bot,,,,,682626,,,-8.77516921180591,-136.5070630916383,-3.143500046159659,18.689963999960614,30.54536224129811,-21.7457823226884,3.72,1.76,278,87.0,40,93.8,1982,6.3,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.2,,,,,,,,85,4,Sinker,4,9,4,9,9,4,4,9,Standard,Standard,131,0.0,-0.167,71.45532882379655,6.56498,7,1
SI,2024-07-01,92.1,2.52,5.52,"Jay, Tyler",608841,664079,,foul,,,,,14,Joey Meneses strikes out swinging.,R,R,L,WSH,NYM,S,,,2,0,2024,1.3,0.65,0.19,1.52,682928,608385,,1,10,Bot,,,,,682626,,,-8.702041779688422,-133.738140567299,-5.742537187525492,17.443278697573124,27.897623517515772,-23.294514845210635,3.72,1.76,182,69.3,39,92.0,1780,6.3,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.23,,,,,,,,85,3,Sinker,4,9,4,9,9,4,4,9,Standard,Standard,131,0.0,-0.116,67.14349045961337,7.41986,7,1
FC,2024-07-01,87.8,2.6,5.61,"Jay, Tyler",608841,664079,,ball,,,,,3,Joey Meneses strikes out swinging.,R,R,L,WSH,NYM,B,,,1,0,2024,-0.23,0.55,0.61,3.81,682928,608385,,1,10,Bot,,,,,682626,,,-4.345626699646784,-127.90030067536055,0.5567815680619816,-1.7011832257094486,24.40755754468068,-26.387271384318563,3.72,1.76,,,,88.0,2029,6.2,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.34,,,,,,,,85,2,Cutter,4,9,4,9,9,4,4,9,Standard,Standard,184,0.0,0.032,,,7,1
SI,2024-07-01,93.2,2.68,5.54,"Jay, Tyler",608841,664079,,ball,,,,,12,Joey Meneses strikes out swinging.,R,R,L,WSH,NYM,B,,,0,0,2024,1.32,0.85,1.61,4.08,682928,608385,,1,10,Bot,,,,,682626,,,-5.654896536364537,-135.7242005025555,0.0916459460414746,17.55405243692261,27.671326864174272,-21.80112885034167,3.72,1.76,,,,93.3,1788,6.2,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.33,,,,,,,,85,1,Sinker,4,9,4,9,9,4,4,9,Standard,Standard,129,0.0,0.012,,,7,1
SI,2024-07-01,94.3,2.74,5.52,"Jay, Tyler",608385,664079,double,hit_into_play,,,,,14,Jesse Winker doubles (12) on a ground ball to left fielder Ben Gamel.   Jacob Young scores.    CJ Abrams to 3rd.,R,L,L,WSH,NYM,X,7,ground_ball,0,0,2024,1.48,0.8,1.0,2.39,,696285,682928,1,10,Bot,77.15,136.66,,,682626,,,-7.785136304346261,-137.0589988479026,-4.16403964730062,20.418928599533416,31.56014155105788,-21.384046267103475,3.51,1.62,77,70.8,5,94.0,1829,6.3,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.23,0.197,0.158,1.25,1,1,1,2,84,1,Sinker,3,9,3,9,9,4,4,9,Standard,Standard,130,0.017,1.555,63.50389987579301,5.96996,7,1
SI,2024-07-01,93.9,2.62,5.6,"Jay, Tyler",657041,664079,strikeout,swinging_strike,,,,,3,Lane Thomas strikes out swinging.,R,R,L,WSH,NYM,S,2,,2,2,2024,1.38,0.81,0.39,3.2,,696285,682928,0,10,Bot,,,,,682626,,,-8.815568408169002,-136.392673962382,-2.2042410352535526,19.16573253462273,32.40555404526111,-21.79020131583319,3.09,1.45,,,,93.5,1898,6.3,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.16,,0.0,0.0,1,0,0,,83,6,Sinker,3,9,3,9,9,3,3,9,Standard,Standard,138,-0.011,-0.461,71.70829803198659,6.0669,7,1
FF,2024-07-01,92.8,2.69,5.52,"Jay, Tyler",657041,664079,,foul,,,,,6,Lane Thomas strikes out swinging.,R,R,L,WSH,NYM,S,,,2,2,2024,1.37,1.14,0.76,2.28,,696285,682928,0,10,Bot,,,,,682626,,,-7.913518407940815,-134.9134800352403,-4.9864750096857415,18.406912376727536,28.44923980502061,-17.328208763712137,3.09,1.45,,,,92.8,1689,6.3,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.23,,,,,,,,83,5,4-Seam Fastball,3,9,3,9,9,3,3,9,Standard,Standard,133,0.0,0.0,72.49488497563547,6.03625,7,1
FF,2024-07-01,92.7,2.57,5.52,"Jay, Tyler",657041,664079,,ball,,,,,11,Lane Thomas strikes out swinging.,R,R,L,WSH,NYM,B,,,1,2,2024,1.35,1.0,-1.4,3.32,,696285,682928,0,10,Bot,,,,,682626,,,-13.016414136431456,-134.26964131125112,-1.9134023315833928,19.24302331372869,30.22791863264259,-19.846476216574175,3.09,1.45,,,,92.0,1985,6.2,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.29,,,,,,,,83,4,4-Seam Fastball,3,9,3,9,9,3,3,9,Standard,Standard,134,0.0,0.074,,,7,1
ST,2024-07-01,80.3,2.89,5.43,"Jay, Tyler",657041,664079,,ball,,,,,12,Lane Thomas strikes out swinging.,R,R,L,WSH,NYM,B,,,0,2,2024,-1.71,0.34,1.47,2.84,,696285,682928,0,10,Bot,,,,,682626,,,0.0854433066731344,-116.97440255886252,0.3412804060341636,-15.58073390541837,23.83493797123176,-29.36202719294321,3.09,1.45,,,,80.1,2292,6.2,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.26,,,,,,,,83,3,Sweeper,3,9,3,9,9,3,3,9,Standard,Standard,282,0.0,0.035,,,7,1
SI,2024-07-01,93.1,2.74,5.48,"Jay, Tyler",657041,664079,,foul,,,,,8,Lane Thomas strikes out swinging.,R,R,L,WSH,NYM,S,,,0,1,2024,1.35,0.65,0.09,1.48,,696285,682928,0,10,Bot,,,,,682626,,,-9.775323675058566,-135.18658693459912,-5.925251991803552,18.686648388715263,28.63055282144951,-23.07001826943136,3.09,1.45,225,78.8,54,93.2,1838,6.4,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.1,,,,,,,,83,2,Sinker,3,9,3,9,9,3,3,9,Standard,Standard,129,0.0,-0.13,66.38012572178867,6.92383,7,1
SI,2024-07-01,93.5,2.61,5.54,"Jay, Tyler",657041,664079,,called_strike,,,,,7,Lane Thomas strikes out swinging.,R,R,L,WSH,NYM,S,,,0,0,2024,1.38,0.76,-0.57,1.73,,696285,682928,0,10,Bot,,,,,682626,,,-11.237807938043082,-135.62844476150667,-5.756028865024331,19.44914045653628,28.16110280921165,-21.63234164296688,3.09,1.45,,,,93.7,1872,6.5,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.02,,,,,,,,83,1,Sinker,3,9,3,9,9,3,3,9,Standard,Standard,133,0.0,-0.101,,,7,1
SI,2024-07-01,92.5,2.63,5.61,"Jay, Tyler",682928,664079,walk,ball,,,,,13,CJ Abrams walks.,R,L,L,WSH,NYM,B,,,3,2,2024,1.52,0.6,-1.23,1.1,,696285,,0,10,Bot,,,,,682626,,,-13.105401148532756,-134.0244130935157,-6.968713215954796,21.028135264762504,27.526156893787032,-23.57160740108972,3.56,1.6,,,,92.4,1757,6.4,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.12,,0.691353,0.7,1,0,0,,82,9,Sinker,3,9,3,9,9,3,3,9,Strategic,Standard,131,0.009,0.388,,,7,1
SI,2024-07-01,93.3,2.62,5.64,"Jay, Tyler",682928,664079,,foul,,,,,8,CJ Abrams walks.,R,L,L,WSH,NYM,S,,,3,2,2024,1.57,0.65,-0.21,1.96,,696285,,0,10,Bot,,,,,682626,,,-10.750163345921,-135.3543499942822,-5.129040795061702,21.676711425733835,28.425870422280884,-23.27512028666726,3.56,1.6,2,54.8,-38,93.5,1755,6.5,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.01,,,,,,,,82,8,Sinker,3,9,3,9,9,3,3,9,Strategic,Standard,131,0.0,0.0,74.38988361677883,7.57995,7,1
SI,2024-07-01,92.4,2.71,5.61,"Jay, Tyler",682928,664079,,foul,,,,,7,CJ Abrams walks.,R,L,L,WSH,NYM,S,,,3,2,2024,1.41,0.82,-0.37,1.54,,696285,,0,10,Bot,,,,,682626,,,-10.86930981729618,-134.03987929395794,-6.3280860324909,19.288123484821224,27.04193092305818,-21.06803050126909,3.56,1.6,2,75.7,-35,92.2,1966,6.2,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.32,,,,,,,,82,7,Sinker,3,9,3,9,9,3,3,9,Strategic,Standard,132,0.0,0.0,75.16693743928637,8.08564,7,1
SI,2024-07-01,91.6,2.68,5.65,"Jay, Tyler",682928,664079,,foul,,,,,13,CJ Abrams walks.,R,L,L,WSH,NYM,S,,,3,2,2024,1.5,0.71,-0.97,2.55,,696285,,0,10,Bot,,,,,682626,,,-12.482430070693084,-132.80611336224612,-3.4916004821186624,20.394212023131985,26.478869227917446,-23.117432903301623,3.56,1.6,112,73.4,9,91.9,1887,6.5,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.0,,,,,,,,82,6,Sinker,3,9,3,9,9,3,3,9,Strategic,Standard,135,0.0,0.0,66.22137783039851,6.35968,7,1
ST,2024-07-01,79.8,2.63,5.45,"Jay, Tyler",682928,664079,,ball,,,,,13,CJ Abrams walks.,R,L,L,WSH,NYM,B,,,2,2,2024,-1.16,0.22,-1.9,1.45,,696285,,0,10,Bot,,,,,682626,,,-7.795589922239686,-116.07289697189984,-2.507680599232616,-9.081655820056802,20.93272620796846,-29.93924195803916,3.56,1.6,,,,79.9,2333,6.3,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.17,,,,,,,,82,5,Sweeper,3,9,3,9,9,3,3,9,Strategic,Standard,298,0.0,0.052,,,7,1
SI,2024-07-01,92.3,2.8,5.59,"Jay, Tyler",682928,664079,,foul,,,,,4,CJ Abrams walks.,R,L,L,WSH,NYM,S,,,2,1,2024,1.4,0.81,-0.57,2.64,,696285,,0,10,Bot,,,,,682626,,,-11.553818519027564,-134.03739086222916,-3.452978750940172,19.313991970309235,26.65758677665623,-21.8655172722729,3.56,1.6,224,79.1,55,92.1,1807,6.1,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.38,,,,,,,,82,4,Sinker,3,9,3,9,9,3,3,9,Standard,Standard,129,0.0,-0.063,65.53255846206663,7.09364,7,1
SI,2024-07-01,91.4,2.6,5.6,"Jay, Tyler",682928,664079,,swinging_strike,,,,,7,CJ Abrams walks.,R,L,L,WSH,NYM,S,,,2,0,2024,1.41,0.83,-0.35,1.83,,696285,,0,10,Bot,,,,,682626,,,-10.410802551525247,-132.57710945227254,-5.341115371101744,18.88052249374416,28.793014628082595,-21.437328326754457,3.56,1.6,,,,91.0,1845,6.2,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.27,,,,,,,,82,3,Sinker,3,9,3,9,9,3,3,9,Standard,Standard,134,0.0,-0.057,75.40196607944205,7.55699,7,1
SI,2024-07-01,91.2,2.57,5.62,"Jay, Tyler",682928,664079,,ball,,,,,3,CJ Abrams walks.,R,L,L,WSH,NYM,B,,,1,0,2024,1.21,0.98,0.78,3.3,,696285,,0,10,Bot,,,,,682626,,,-7.098563015138088,-132.60775630585502,-2.0296137766268307,15.811133096873846,28.90197168211213,-20.44743075592805,3.56,1.6,,,,91.0,1820,6.3,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.25,,,,,,,,82,2,Sinker,3,9,3,9,9,3,3,9,Standard,Standard,131,0.0,0.061,,,7,1
SI,2024-07-01,91.4,2.58,5.66,"Jay, Tyler",682928,664079,,ball,,,,,13,CJ Abrams walks.,R,L,L,WSH,NYM,B,,,0,0,2024,1.33,0.89,-1.04,2.12,,696285,,0,10,Bot,,,,,682626,,,-11.965408227447025,-132.52552093061925,-4.9343987152502935,18.200348146382,28.266691860851044,-20.716084048177443,3.56,1.6,,,,91.3,1875,6.5,744840,664079,682626,624413,643446,578428,596019,592325,664056,621438,54.05,,,,,,,,82,1,Sinker,3,9,3,9,9,3,3,9,Standard,Standard,134,0.0,0.057,,,7,1
SL,2024-07-01,87.3,-2.32,6.08,"Weems, Jordan",643446,607179,field_out,hit_into_play,,,,,4,"Jeff McNeil grounds out, second baseman Luis García Jr.  to first baseman Joey Meneses.",R,L,R,WSH,NYM,X,4,ground_ball,0,2,2024,0.52,0.09,-0.8,2.8,,,,2,10,Top,150.76,161.07,,,660688,,,2.602883608159416,-127.28647322377016,-2.0167466968615955,5.163638661341271,24.098982555074297,-30.993820647690097,3.45,1.65,3,81.5,-40,88.1,2230,6.5,744840,607179,660688,608841,671277,545121,682928,695578,696285,657041,53.97,0.083,0.071,0.0,1,0,0,2,81,3,Slider,3,9,9,3,9,3,9,3,Standard,Standard,102,-0.001,-0.059,68.69144344555724,7.11605,7,1
SL,2024-07-01,89.4,-2.39,6.04,"Weems, Jordan",643446,607179,,swinging_strike,,,,,14,"Jeff McNeil grounds out, second baseman Luis García Jr.  to first baseman Joey Meneses.",R,L,R,WSH,NYM,S,,,0,1,2024,0.64,0.2,0.98,0.96,,,,2,10,Top,,,,,660688,,,6.967866304016503,-129.9430508751874,-6.989903359232223,5.929105921554158,26.10406831598488,-28.624918640076203,3.45,1.65,,,,89.9,2288,6.5,744840,607179,660688,608841,671277,545121,682928,695578,696285,657041,53.96,,,,,,,,81,2,Slider,3,9,9,3,9,3,9,3,Standard,Standard,140,0.0,-0.022,53.94816287170936,8.13063,7,1
