pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,month,day
CU,2026-09-11,77.3,-2.51,3.89,"Hoffman, Nolan",680776,676510,,foul,,,,,6,,R,L,R,BOS,KC,S,,,1,1,2026,1.28,-0.52,0.3223294548187585,2.1510145207427267,,,,1,6,Bot,,,,,,,3.592854551810732,-112.38365882280284,4.434584107554899,10.142042383010676,21.05818864530204,-37.6604837695372,3.229658793,1.62992126,232,81.1,53,77.3,2379,6.4,824711,695600,686469,686681,679845,677951,686555,664728,670231,54.09,,,,,,,,51,3,Curveball,2,3,2,3,3,2,2,3,Infield shade,Standard,76,-0.008,-0.07,76.1,8.6,,,0.07,88.0,-1,-1,0.355,0.355,28,29,29,30,1,2,3,2,,,4.36,-1.28,1.28,2.9,22.106507004236665,-31.232427703168387,27.735064664704907,35.823198495475154,52.7228924554174,9,11
FC,2026-09-11,89.5,-2.57,3.72,"Hoffman, Nolan",680776,676510,,called_strike,,,,,4,,R,L,R,BOS,KC,S,,,1,0,2026,-0.43,0.44,-0.609307373607646,2.283109631986789,,,,1,6,Bot,,,,,,,5.748129176282592,-130.23684845998363,1.6655439280874091,-6.146057223226234,27.046175478461187,-27.715407678571164,3.229658793,1.62992126,,,,90.0,2285,6.6,824711,695600,686469,686681,679845,677951,686555,664728,670231,53.91,,,,,,,,51,2,Cutter,2,3,2,3,3,2,2,3,Standard,Standard,234,-0.006,-0.05,,,,,0.05,,-1,-1,0.361,0.361,28,29,29,30,1,2,3,2,,,2.4,0.43,-0.43,2.7,,,,,,9,11
FC,2026-09-11,89.4,-2.65,3.86,"Hoffman, Nolan",680776,676510,,ball,,,,,12,,R,L,R,BOS,KC,B,,,0,0,2026,-0.25,0.71,0.0660357456671564,4.4391220402001546,,,,1,6,Bot,,,,,,,7.154699940237996,-129.81426074830287,6.042865725100695,-4.336120994980721,27.212409828906765,-25.67478136556389,3.229658793,1.62992126,,,,89.5,2119,6.4,824711,695600,686469,686681,679845,677951,686555,664728,670231,54.05,,,,,,,,51,1,Cutter,2,3,2,3,3,2,2,3,Strategic,Standard,233,0.005,0.04,,,,,-0.04,,-1,-1,0.356,0.356,28,29,29,30,1,2,3,2,,,2.15,0.25,-0.25,0.9,,,,,,9,11
SI,2026-09-11,92.1,-2.48,3.62,"Hoffman, Nolan",702332,676510,field_out,hit_into_play,,,,,11,"Caleb Durbin grounds out, shortstop Bobby Witt Jr. to first baseman Vinnie Pasquantino.",R,R,R,BOS,KC,X,6,ground_ball,1,1,2026,-1.53,-0.06,-0.8880128772832185,2.7919151325720115,,,,0,6,Bot,120.26,150.48,,,,,7.39735793378518,-133.81396400684565,4.042971570193907,-20.001385514017542,28.968817300882584,-34.043376266414484,2.947063648,1.48730315,111,46.6,25,92.3,2069,6.5,824711,695600,686469,686681,679845,677951,686555,664728,670231,53.98,0.13,0.117,0.0,1,0,0,1,50,3,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,259,-0.038,-0.249,68.1,6.5,,0.143,0.249,88.0,-1,-1,0.394,0.394,28,26,29,26,1,2,3,2,,,2.76,1.53,1.53,-3.0,7.105588975666356,9.321558464192345,26.98496164623509,23.61092552802436,25.40596334875473,9,11
SI,2026-09-11,92.8,-2.34,3.66,"Hoffman, Nolan",702332,676510,,called_strike,,,,,7,,R,R,R,BOS,KC,S,,,1,0,2026,-1.7,-0.24,-0.4903601392864638,1.7647303897348885,,,,0,6,Bot,,,,,,,8.448166197385175,-134.91628081186522,1.6522172836664732,-22.56197375054461,29.48195061025242,-35.67047290492753,2.947063648,1.48730315,,,,92.9,2093,6.4,824711,695600,686469,686681,679845,677951,686555,664728,670231,54.08,,,,,,,,50,2,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,263,-0.008,-0.055,,,,,0.055,,-1,-1,0.402,0.402,28,26,29,26,1,2,3,2,,,2.89,1.7,1.7,0.6,,,,,,9,11
SI,2026-09-11,92.0,-2.5,3.71,"Hoffman, Nolan",702332,676510,,ball,,,,,11,,R,R,R,BOS,KC,B,,,0,0,2026,-1.51,-0.13,-1.2037159636173351,3.594204418198405,,,,0,6,Bot,,,,,,,6.608044583775035,-133.7168991336854,5.993894963907681,-19.552631100136026,27.816814708868996,-35.29216890614504,2.947063648,1.48730315,,,,92.6,2131,6.6,824711,695600,686469,686681,679845,677951,686555,664728,670231,53.88,,,,,,,,50,1,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,259,0.006,0.043,,,,,-0.043,,-1,-1,0.396,0.396,28,26,29,26,1,2,3,2,,,2.83,1.51,1.51,1.6,,,,,,9,11
SI,2026-09-11,92.9,-0.53,5.54,"Gray, Sonny",679845,543243,field_out,hit_into_play,,,,,7,"Nick Loftin grounds out, third baseman Caleb Durbin to first baseman Nick Sogard.",R,R,R,BOS,KC,X,5,ground_ball,2,1,2026,-1.21,0.63,-0.7968609899034826,1.855632996144421,,686681,670231,2,6,Top,111.94,165.44,,,,,2.0289545511746616,-135.27147792821296,-4.853124760244643,-15.264815951839736,29.74779594435364,-23.624002439583435,3.18226706,1.606003937,4,68.8,-25,93.3,2469,6.5,824711,668939,686765,643396,702332,596115,701350,680776,677800,53.97,0.04,0.036,0.0,1,0,0,2,49,4,Sinker,2,3,3,2,3,2,3,2,Standard,Standard,209,0.052,-0.307,65.3,6.3,,0.044,0.307,88.0,-1,1,0.344,0.656,36,27,37,28,3,2,6,2,,,2.01,1.21,1.21,47.6,-8.356143100727568,7.620826778522175,41.57542692068859,25.811571056932834,23.16326675638354,9,11
SI,2026-09-11,91.9,-0.4,5.62,"Gray, Sonny",679845,543243,,foul,,,,,12,,R,R,R,BOS,KC,S,,,2,0,2026,-0.76,0.83,0.9328441423630564,2.4528380679341213,,686681,670231,2,6,Top,,,,,,,5.000779509872888,-133.73088653396755,-3.78874316689525,-10.14228995879185,28.703438026505943,-21.623801358430505,3.18226706,1.606003937,104,65.5,72,91.9,2424,6.3,824711,668939,686765,643396,702332,596115,701350,680776,677800,54.21,,,,,,,,49,3,Sinker,2,3,3,2,3,2,3,2,Standard,Standard,210,0.006,-0.04,59.1,7.4,,,0.04,88.0,-1,1,0.338,0.662,36,27,37,28,3,2,6,2,,,1.87,0.76,0.76,47.9,7.16652345261758,-6.4423918258155055,32.3286232974484,47.28945691083301,27.61114898151263,9,11
FC,2026-09-11,86.5,-0.47,5.59,"Gray, Sonny",679845,543243,,ball,,,,,14,,R,R,R,BOS,KC,B,,,1,0,2026,0.59,0.14,1.1062016867605453,1.829599277976726,,686681,670231,2,6,Top,,,,,,,2.497304392755848,-126.03378093665732,-2.851220760039402,5.796138087212343,24.815875757520672,-30.37262291543946,3.18226706,1.606003937,,,,86.9,2925,6.4,824711,668939,686765,643396,702332,596115,701350,680776,677800,54.09,,,,,,,,49,2,Cutter,2,3,3,2,3,2,3,2,Standard,Standard,106,-0.006,0.031,,,,,-0.031,,-1,1,0.344,0.656,36,27,37,28,3,2,6,2,,,2.9,-0.59,-0.59,45.1,,,,,,9,11
ST,2026-09-11,85.5,-0.72,5.55,"Gray, Sonny",679845,543243,,blocked_ball,,,,,14,,R,R,R,BOS,KC,B,,,0,0,2026,1.33,-0.54,1.6303366220261228,0.0084895712024612,,686681,670231,2,6,Top,,,,,,,2.743632205095019,-124.41120549480144,-5.3238085152038295,13.016431914581034,28.044832649386525,-36.756827995322894,3.18226706,1.606003937,,,,85.1,2985,6.3,824711,668939,686765,643396,702332,596115,701350,680776,677800,54.16,,,,,,,,49,1,Sweeper,2,3,3,2,3,2,3,2,Infield shade,Standard,40,-0.003,0.031,,,,,-0.031,,-1,1,0.347,0.653,36,27,37,28,3,2,6,2,,,3.69,-1.33,-1.33,46.7,,,,,,9,11
SI,2026-09-11,92.0,-0.47,5.48,"Gray, Sonny",670231,543243,walk,ball,,,,,14,John Rave walks. Michael Massey to 2nd.,R,L,R,BOS,KC,B,,,3,1,2026,-1.03,0.27,0.3093626212967967,1.3747920117441716,,,686681,2,6,Top,,,,,,,4.231820472018358,-133.91784274893485,-4.978707854029089,-13.265926157422296,28.45890405082021,-28.051840037233323,3.135752953,1.582529528,,,,92.5,2477,6.6,824711,668939,686765,643396,702332,596115,701350,680776,677800,53.94,,0.698229,0.7,1,0,0,,48,5,Sinker,2,3,3,2,3,2,3,2,Standard,Standard,208,-0.014,0.132,,,,,-0.132,,-1,1,0.361,0.639,36,28,37,29,3,2,6,2,,,2.42,1.03,-1.03,45.7,,,,,,9,11
FF,2026-09-11,91.0,-0.6,5.57,"Gray, Sonny",670231,543243,,called_strike,,,,,8,,R,L,R,BOS,KC,S,,,3,0,2026,0.12,1.2,0.1490801545552875,1.977200940754654,,,686681,2,6,Top,,,,,,,1.6096279186862446,-132.61801524056622,-5.585428565809186,1.079705030609062,25.60080210327913,-17.06682374031081,3.135752953,1.582529528,,,,91.5,2631,6.3,824711,668939,686765,643396,702332,596115,701350,680776,677800,54.19,,,,,,,,48,4,4-Seam Fastball,2,3,3,2,3,2,3,2,Standard,Standard,197,0.005,-0.062,,,,,0.062,,-1,1,0.356,0.644,36,28,37,29,3,2,6,2,,,1.53,-0.12,0.12,44.0,,,,,,9,11
SI,2026-09-11,91.4,-0.64,5.54,"Gray, Sonny",670231,543243,,ball,,,,,13,,R,L,R,BOS,KC,B,,,2,0,2026,-1.26,0.17,-1.0262639416856996,2.1394159326108606,,,686681,2,6,Top,,,,,,,1.7970115779668756,-133.13266464101912,-2.829536734510945,-15.352510177054274,29.68519068154469,-29.776588787498596,3.135752953,1.582529528,,,,91.4,2463,6.3,824711,668939,686765,643396,702332,596115,701350,680776,677800,54.19,,,,,,,,48,3,Sinker,2,3,3,2,3,2,3,2,Standard,Standard,214,-0.007,0.109,,,,,-0.109,,-1,1,0.363,0.637,36,28,37,29,3,2,6,2,,,2.56,1.26,-1.26,44.9,,,,,,9,11
FF,2026-09-11,90.1,-0.6,5.59,"Gray, Sonny",670231,543243,,ball,,,,,11,,R,L,R,BOS,KC,B,,,1,0,2026,0.25,1.05,-0.1397742590538918,3.4835952604028906,,,686681,2,6,Top,,,,,,,0.5990643955237429,-131.33427227169653,-1.4283411951123146,2.8191733547896205,24.725380579526576,-19.897854175233736,3.135752953,1.582529528,,,,90.7,2629,6.3,824711,668939,686765,643396,702332,596115,701350,680776,677800,54.21,,,,,,,,48,2,4-Seam Fastball,2,3,3,2,3,2,3,2,Standard,Standard,197,-0.005,0.055,,,,,-0.055,,-1,1,0.368,0.632,36,28,37,29,3,2,6,2,,,1.73,-0.25,0.25,43.5,,,,,,9,11
SI,2026-09-11,90.6,-0.61,5.46,"Gray, Sonny",670231,543243,,ball,,,,,11,,R,L,R,BOS,KC,B,,,0,0,2026,-1.16,0.34,-0.9696070860861457,3.060191022837317,,,686681,2,6,Top,,,,,,,1.6518988378345625,-132.04649790233245,-0.6734631610560753,-13.979318682884736,26.87366946881818,-28.210434288630378,3.135752953,1.582529528,,,,91.2,2445,6.5,824711,668939,686765,643396,702332,596115,701350,680776,677800,54.04,,,,,,,,48,1,Sinker,2,3,3,2,3,2,3,2,Standard,Standard,210,-0.002,0.035,,,,,-0.035,,-1,1,0.37,0.63,36,28,37,29,3,2,6,2,,,2.41,1.16,-1.16,43.5,,,,,,9,11
CU,2026-09-11,79.3,-0.45,5.6,"Gray, Sonny",686681,543243,single,hit_into_play,,,,,5,Michael Massey singles on a sharp line drive to right fielder Wilyer Abreu.,R,L,R,BOS,KC,X,9,line_drive,1,1,2026,1.15,-1.26,0.1561444565910017,2.129349384791265,,,,2,6,Top,190.98,108.9,,,,,-0.8792116440204487,-115.35102460653076,1.9147823886854047,10.370355211317523,24.557399087280665,-43.95501228153836,3.199819554,1.614862205,180,102.2,12,78.8,2581,6.3,824711,668939,686765,643396,702332,596115,701350,680776,677800,54.23,0.963,0.936,0.9,1,1,0,4,47,3,Curveball,2,3,3,2,3,2,3,2,Infield shade,Standard,28,-0.015,0.345,74.0,7.1,,1.197,-0.345,102.2,-1,1,0.385,0.615,36,28,37,28,3,2,6,2,,,4.93,-1.15,1.15,49.4,20.149201185115377,-8.262126033547299,32.236508529128514,35.77490162137146,36.50551549884127,9,11
SI,2026-09-11,90.9,-0.68,5.52,"Gray, Sonny",686681,543243,,foul,,,,,5,,R,L,R,BOS,KC,S,,,1,0,2026,-0.86,0.63,-0.2571989320115982,2.373189934629927,,,,2,6,Top,,,,,,,2.91800841462503,-132.44943386291726,-3.218809460152025,-10.706329519660825,25.5873061403342,-24.274191969368477,3.199819554,1.614862205,,,,91.6,2410,6.4,824711,668939,686765,643396,702332,596115,701350,680776,677800,54.1,,,,,,,,47,2,Sinker,2,3,3,2,3,2,3,2,Infield shade,Standard,208,0.002,-0.055,72.2,6.9,,,0.055,,-1,1,0.383,0.617,36,28,37,28,3,2,6,2,,,2.1,0.86,-0.86,44.0,21.009089585473067,4.677053818676437,29.47701803376919,39.70407843006037,27.087026029723614,9,11
CH,2026-09-11,87.9,-1.04,5.31,"Gray, Sonny",686681,543243,,ball,,,,,14,,R,L,R,BOS,KC,B,,,0,0,2026,-1.48,0.08,0.0703051624352886,0.598830268784873,,,,2,6,Top,,,,,,,5.757664483464175,-127.75343518048804,-5.158756168319141,-17.386636471016036,27.76353963297429,-30.41859014852969,3.199819554,1.614862205,,,,87.6,2283,6.3,824711,668939,686765,643396,702332,596115,701350,680776,677800,54.2,,,,,,,,47,1,Changeup,2,3,3,2,3,2,3,2,Standard,Standard,228,-0.001,0.041,,,,,-0.041,,-1,1,0.384,0.616,36,28,37,28,3,2,6,2,,,2.89,1.48,-1.48,37.9,,,,,,9,11
ST,2026-09-11,83.6,-0.49,5.65,"Gray, Sonny",521692,543243,field_out,hit_into_play,,,,,9,Salvador Perez lines out to shortstop Trevor Story.,R,R,R,BOS,KC,X,6,line_drive,1,2,2026,1.3,-0.49,0.7582818339260365,2.0933239744224297,,,,1,6,Top,106.52,144.19,,,,,0.2433650416119599,-121.83513482636856,-0.6158557531729123,12.91525135546514,23.11645161887744,-37.11562106092562,3.312155512,1.671555118,151,98.3,9,83.8,2770,6.2,824711,668939,686765,643396,702332,596115,701350,680776,677800,54.27,0.64,0.59,0.0,1,0,0,4,46,4,Sweeper,2,3,3,2,3,2,3,2,Strategic,Standard,35,0.013,-0.182,76.1,7.7,,0.703,0.182,98.3,-1,1,0.371,0.629,36,36,37,36,3,2,6,2,,,3.73,-1.3,-1.3,48.3,15.101054143073522,0.8497958053658259,34.66693338231033,45.32302835763271,29.65321807534809,9,11
SI,2026-09-11,92.0,-0.34,5.66,"Gray, Sonny",521692,543243,,foul,,,,,2,,R,R,R,BOS,KC,S,,,1,1,2026,-0.94,0.68,0.1689581328984551,2.9128325088878357,,,,1,6,Top,,,,,,,3.3453638110986343,-133.98284113481586,-2.489335697518848,-12.004388848361105,27.65654860719554,-23.58433815879295,3.312155512,1.671555118,189,90.3,65,92.4,2462,6.4,824711,668939,686765,643396,702332,596115,701350,680776,677800,54.1,,,,,,,,46,3,Sinker,2,3,3,2,3,2,3,2,Standard,Standard,209,0.005,-0.07,77.1,7.5,,,0.07,90.3,-1,1,0.366,0.634,36,36,37,36,3,2,6,2,,,1.99,0.94,0.94,49.3,16.038060261271184,1.2491627495449655,30.612545602006417,38.30955524126016,22.34596073961141,9,11
ST,2026-09-11,84.5,-0.49,5.63,"Gray, Sonny",521692,543243,,ball,,,,,14,,R,R,R,BOS,KC,B,,,0,1,2026,1.48,-0.44,1.4489129923850017,0.6253834318719025,,,,1,6,Top,,,,,,,1.4597975080384114,-122.97646485411184,-4.097907634805346,14.60398163967726,26.3305682705013,-35.99227248368128,3.312155512,1.671555118,,,,84.2,2812,6.3,824711,668939,686765,643396,702332,596115,701350,680776,677800,54.2,,,,,,,,46,2,Sweeper,2,3,3,2,3,2,3,2,Standard,Standard,37,-0.002,0.032,,,,,-0.032,,-1,1,0.368,0.632,36,36,37,36,3,2,6,2,,,3.66,-1.48,-1.48,47.6,,,,,,9,11
ST,2026-09-11,83.5,-0.65,5.64,"Gray, Sonny",521692,543243,,swinging_strike,,,,,14,,R,R,R,BOS,KC,S,,,0,0,2026,1.55,-0.39,0.9614267412920536,1.9501297481141184,,,,1,6,Top,,,,,,,0.5626904811762744,-121.5311887718158,-0.9913461847816404,15.09521828469054,26.30514608254411,-36.00986621495047,3.312155512,1.671555118,,,,83.1,2825,6.3,824711,668939,686765,643396,702332,596115,701350,680776,677800,54.24,,,,,,,,46,1,Sweeper,2,3,3,2,3,2,3,2,Standard,Standard,31,0.003,-0.041,75.7,8.5,1.420043676,,0.041,,-1,1,0.365,0.635,36,36,37,36,3,2,6,2,,,3.68,-1.55,-1.55,45.8,22.87982903300365,-20.118642499045325,35.28270360763169,46.26134059806765,40.67142432667407,9,11
CU,2026-09-11,79.0,-0.53,5.66,"Gray, Sonny",686469,543243,field_out,hit_into_play,,,,,7,"Vinnie Pasquantino grounds out, first baseman Nick Sogard to pitcher Sonny Gray.",R,L,R,BOS,KC,X,3,ground_ball,1,0,2026,1.5,-1.26,-0.4538701839109027,2.162832041783126,,,,0,6,Top,159.55,159.36,,,,,-2.680171771877487,-114.79453986273992,1.951823904144081,13.636280591156492,25.60442566118912,-43.82909081777326,3.363057743,1.697244095,6,80.4,-20,78.1,2618,6.2,824711,668939,686765,643396,702332,596115,701350,680776,677800,54.3,0.047,0.042,0.0,1,0,0,2,45,2,Curveball,2,3,3,2,3,2,3,2,Infield shade,Standard,28,0.029,-0.304,68.7,7.5,,0.05,0.304,88.0,-1,1,0.336,0.664,36,28,37,29,3,2,6,2,,,4.98,-1.5,1.5,50.3,13.509714838618809,-8.655083761438306,28.007241879665823,47.61046701774394,36.11948115663083,9,11
SI,2026-09-11,90.2,-0.69,5.51,"Gray, Sonny",686469,543243,,ball,,,,,13,,R,L,R,BOS,KC,B,,,0,0,2026,-1.25,0.28,-0.098851225068729,1.4628421564826346,,,,0,6,Top,,,,,,,4.165045713052323,-131.33364747438722,-4.4875001009772735,-15.340542126860564,28.089066964555755,-28.18593314418956,3.363057743,1.697244095,,,,90.6,2527,6.5,824711,668939,686765,643396,702332,596115,701350,680776,677800,53.99,,,,,,,,45,1,Sinker,2,3,3,2,3,2,3,2,Infield shade,Standard,220,-0.004,0.043,,,,,-0.043,,-1,1,0.34,0.66,36,28,37,29,3,2,6,2,,,2.52,1.25,-1.25,44.0,,,,,,9,11
SI,2026-09-11,90.5,-1.4,5.21,"Lugo, Seth",686765,607625,strikeout,swinging_strike,,,,,4,Nick Sogard strikes out swinging.,R,L,R,BOS,KC,S,2,,3,2,2026,-1.33,0.67,-0.4447438067161535,2.418439588712553,,677800,,2,5,Bot,,,,,,,5.192398290654565,-131.73663833942905,-2.3192181207669904,-16.55231345319706,26.509448452656574,-24.020505643464396,3.245456037,1.637893701,,,,90.1,2404,5.9,824711,695600,686469,686681,679845,677951,686555,664728,670231,54.61,,0.0,0.0,1,0,0,,44,6,Sinker,2,3,2,3,3,2,2,3,Strategic,Standard,226,-0.053,-0.271,66.5,6.2,0.439805592,,0.271,,-1,-1,0.393,0.393,36,28,37,29,3,2,6,2,,,2.09,1.33,-1.33,20.0,-5.862731474536436,19.344432815047995,35.183418306250466,38.74726953110539,24.58502966397196,9,11
FC,2026-09-11,86.5,-1.39,5.84,"Lugo, Seth",686765,607625,,called_strike,,,,,6,,R,L,R,BOS,KC,S,,,3,1,2026,0.19,0.75,0.3279101303614847,2.299513720054731,,677800,,2,5,Bot,,,,,,,3.611679036123793,-125.999247476622,-3.622798488448208,1.4299204849394969,23.10082372976039,-23.68407243793848,3.245456037,1.637893701,,,,86.4,2268,6.0,824711,695600,686469,686681,679845,677951,686555,664728,670231,54.55,,,,,,,,44,5,Cutter,2,3,2,3,3,2,2,3,Strategic,Standard,202,-0.004,-0.061,,,,,0.061,,-1,-1,0.397,0.397,36,28,37,29,3,2,6,2,,,2.27,-0.19,0.19,35.2,,,,,,9,11
FC,2026-09-11,87.4,-1.33,5.85,"Lugo, Seth",686765,607625,,ball,,,,,12,,R,L,R,BOS,KC,B,,,2,1,2026,0.16,0.78,0.9741085236040888,2.923869853459858,,677800,,2,5,Bot,,,,,,,5.085216592482361,-127.27443924242216,-2.3783505660378896,0.798060388148457,24.62001439468011,-23.344178799680137,3.245456037,1.637893701,,,,87.0,2344,5.8,824711,695600,686469,686681,679845,677951,686555,664728,670231,54.66,,,,,,,,44,4,Cutter,2,3,2,3,3,2,2,3,Strategic,Standard,197,0.004,0.038,,,,,-0.038,,-1,-1,0.393,0.393,36,28,37,29,3,2,6,2,,,2.18,-0.16,0.16,33.3,,,,,,9,11
SI,2026-09-11,90.8,-1.39,5.2,"Lugo, Seth",686765,607625,,called_strike,,,,,3,,R,L,R,BOS,KC,S,,,2,0,2026,-1.26,0.44,0.5942416633975449,2.926486962097348,,677800,,2,5,Bot,,,,,,,7.657988896475267,-132.1063227481432,-0.5980737612512511,-16.384031595458833,26.269306771987917,-27.038082433941295,3.245456037,1.637893701,,,,91.1,2242,6.3,824711,695600,686469,686681,679845,677951,686555,664728,670231,54.18,,,,,,,,44,3,Sinker,2,3,2,3,3,2,2,3,Strategic,Standard,230,-0.003,-0.031,,,,,0.031,,-1,-1,0.396,0.396,36,28,37,29,3,2,6,2,,,2.31,1.26,-1.26,28.7,,,,,,9,11
SI,2026-09-11,89.6,-1.42,5.12,"Lugo, Seth",686765,607625,,ball,,,,,11,,R,L,R,BOS,KC,B,,,1,0,2026,-1.29,0.46,-0.3923368084462351,3.671423463064188,,677800,,2,5,Bot,,,,,,,5.301775605032575,-130.47910051146508,1.5820498219995072,-15.88815423559662,27.04476658304859,-27.44512568363704,3.245456037,1.637893701,,,,90.1,2246,6.5,824711,695600,686469,686681,679845,677951,686555,664728,670231,53.98,,,,,,,,44,2,Sinker,2,3,2,3,3,2,2,3,Strategic,Standard,228,0.003,0.021,,,,,-0.021,,-1,-1,0.393,0.393,36,28,37,29,3,2,6,2,,,2.37,1.29,-1.29,18.6,,,,,,9,11
CU,2026-09-11,77.8,-1.51,5.57,"Lugo, Seth",686765,607625,,ball,,,,,13,,R,L,R,BOS,KC,B,,,0,0,2026,1.3,-1.06,-0.6193828846165674,1.4304681294220138,,677800,,2,5,Bot,,,,,,,-0.530903926730056,-113.20783795013556,0.3297948657465777,11.198360141424958,23.99170170622883,-41.4824984639582,3.245456037,1.637893701,,,,76.0,3170,5.4,824711,695600,686469,686681,679845,677951,686555,664728,670231,55.12,,,,,,,,44,1,Curveball,2,3,2,3,3,2,2,3,Standard,Standard,52,0.002,0.024,,,,,-0.024,,-1,-1,0.391,0.391,36,28,37,29,3,2,6,2,,,4.87,-1.3,1.3,30.1,,,,,,9,11
SI,2026-09-11,90.9,-1.38,5.04,"Lugo, Seth",596115,607625,strikeout,called_strike,,,,,2,Trevor Story called out on strikes.,R,R,R,BOS,KC,S,2,,2,2,2026,-1.46,0.27,0.1157101221003915,3.2986817972379625,,677800,,1,5,Bot,,,,,,,6.905059053800736,-132.23356990926214,1.1043089130045427,-18.646210366727537,26.74165793949101,-29.401315532942984,3.241945538,1.636122047,,,,91.2,2256,6.4,824711,695600,686469,686681,679845,677951,686555,664728,670231,54.1,,0.0,0.0,1,0,0,,43,5,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,234,-0.046,-0.232,,,,,0.232,,-1,-1,0.437,0.437,36,33,37,34,3,2,6,2,,,2.48,1.46,1.46,19.0,,,,,,9,11
FF,2026-09-11,90.3,-1.25,5.18,"Lugo, Seth",596115,607625,,ball,,,,,12,,R,R,R,BOS,KC,B,,,1,2,2026,-0.89,1.2,2.2883898292291267,3.604038038991472,,677800,,1,5,Bot,,,,,,,10.65584297579094,-131.12808651049616,-0.406954439814797,-12.48376835470174,27.10761893598286,-18.413014078969123,3.241945538,1.636122047,,,,90.7,2286,6.6,824711,695600,686469,686681,679845,677951,686555,664728,670231,53.9,,,,,,,,43,4,4-Seam Fastball,2,3,2,3,3,2,2,3,Standard,Standard,224,0.008,0.028,,,,,-0.028,,-1,-1,0.429,0.429,36,33,37,34,3,2,6,2,,,1.6,0.89,0.89,24.0,,,,,,9,11
ST,2026-09-11,75.5,-1.79,5.1,"Lugo, Seth",596115,607625,,swinging_strike,,,,,13,,R,R,R,BOS,KC,S,,,1,1,2026,1.9,-0.06,-0.0764273949261775,1.3814679566793564,,677800,,1,5,Bot,,,,,,,0.0702368619079883,-109.8774036686026,-0.1254866005453403,15.127397661603212,24.11929035188936,-32.86862138423049,3.241945538,1.636122047,,,,74.4,2929,6.0,824711,695600,686469,686681,679845,677951,686555,664728,670231,54.47,,,,,,,,43,3,Sweeper,2,3,2,3,3,2,2,3,Standard,Standard,57,-0.013,-0.07,75.0,8.1,1.2413106,,0.07,,-1,-1,0.442,0.442,36,33,37,34,3,2,6,2,,,4.14,-1.9,-1.9,24.0,25.649127956174343,-26.25767806812901,37.289963307376766,33.29651963769112,55.867098337277234,9,11
SI,2026-09-11,90.0,-1.31,5.1,"Lugo, Seth",596115,607625,,called_strike,,,,,2,,R,R,R,BOS,KC,S,,,1,0,2026,-1.39,0.57,-0.088278628956208,2.795519158215094,,677800,,1,5,Bot,,,,,,,6.03265521284393,-131.00993522601638,-0.8029869728737196,-17.244232488837262,28.266078511482053,-25.641009018279533,3.241945538,1.636122047,,,,90.5,2289,6.6,824711,695600,686469,686681,679845,677951,686555,664728,670231,53.87,,,,,,,,43,2,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,227,-0.006,-0.052,,,,,0.052,,-1,-1,0.448,0.448,36,33,37,34,3,2,6,2,,,2.24,1.39,1.39,23.0,,,,,,9,11
