pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,month,day
SI,2026-09-09,90.8,2.9,5.69,"King, Bryan",650333,687911,,called_strike,,,,,5,,R,L,L,PHI,HOU,S,,,1,0,2026,1.31,0.39,0.1543447663307613,2.091274551813616,,,,0,6,Bot,,,,,,,-9.678414636337813,-131.952001605227,-3.7362123711962543,17.333835928261337,27.150150735413487,-27.02636925761984,3.124343832,1.576771654,,,,91.4,1954,6.7,823416,673237,572233,514888,670623,665161,678489,662139,701358,53.85,,,,,,,,48,2,Sinker,5,6,5,6,6,5,5,6,Standard,Standard,146,-0.008,-0.055,,,,,0.055,,-1,-1,0.402,0.402,29,29,30,29,1,2,4,1,2,1,2.38,1.31,1.31,32.2,,,,,,9,9
ST,2026-09-09,82.9,2.85,5.67,"King, Bryan",650333,687911,,ball,,,,,11,,R,L,L,PHI,HOU,B,,,0,0,2026,-1.14,0.65,-1.1011800150398805,2.382218123439336,,,,0,6,Bot,,,,,,,-6.653395215879737,-120.64315511146002,-2.1141750434027253,-9.812771046331957,23.982159577855597,-25.59027893846185,3.124343832,1.576771654,,,,83.1,2267,6.5,823416,673237,572233,514888,670623,665161,678489,662139,701358,54.05,,,,,,,,48,1,Sweeper,5,6,5,6,6,5,5,6,Standard,Standard,282,0.006,0.043,,,,,-0.043,,-1,-1,0.396,0.396,29,29,30,29,1,2,4,1,2,1,2.67,-1.14,-1.14,32.7,,,,,,9,9
SI,2026-09-09,95.8,1.84,6.16,"Sánchez, Cristopher",701358,650911,field_out,hit_into_play,,,,,7,Cam Smith flies out to right fielder Bryan De La Cruz.,R,R,L,PHI,HOU,X,9,fly_ball,1,0,2026,1.59,0.42,-0.2768424793077884,2.1047323657011003,,,,2,6,Top,196.95,120.89,,,,,-9.240879447452476,-139.06019670657057,-5.81752580874021,22.697430660645537,31.88648355707801,-25.562704927571808,3.348138123,1.689714567,262,90.1,52,96.4,2113,6.8,823416,592663,656941,650333,681082,607208,669016,702222,650559,53.7,0.014,0.017,0.0,1,0,0,3,47,2,Sinker,5,6,6,5,6,5,6,5,Standard,Standard,123,0.013,-0.301,82.9,7.4,,0.023,0.301,90.1,-1,1,0.383,0.617,29,23,30,23,3,2,5,1,,1,2.08,1.59,-1.59,32.4,2.026974284812553,-6.244103276593053,38.14453667312172,37.68621822662632,28.766148966066496,9,9
SL,2026-09-09,86.8,1.83,6.16,"Sánchez, Cristopher",701358,650911,,ball,,,,,13,,R,R,L,PHI,HOU,B,,,0,0,2026,-0.09,-0.61,-0.6617945838607036,0.834254904587564,,,,2,6,Top,,,,,,,-5.754471568856381,-126.13441796878288,-4.964500949140201,0.3414130591671349,28.734923746648228,-37.673648337488856,3.348138123,1.689714567,,,,87.1,2055,6.8,823416,592663,656941,650333,681082,607208,669016,702222,650559,53.66,,,,,,,,47,1,Slider,5,6,6,5,6,5,6,5,Standard,Standard,317,-0.001,0.041,,,,,-0.041,,-1,1,0.384,0.616,29,23,30,23,3,2,5,1,,1,3.67,-0.09,0.09,32.1,,,,,,9,9
SI,2026-09-09,95.0,1.94,6.09,"Sánchez, Cristopher",662139,650911,field_out,hit_into_play,,,,,9,"Daulton Varsho grounds out, first baseman Kyle Schwarber to pitcher Cristopher Sánchez.",R,L,L,PHI,HOU,X,3,ground_ball,0,0,2026,1.56,0.26,0.5291855976756905,1.4680230680471162,,,,1,6,Top,169.72,157.32,,,,,-7.281285366474649,-138.06662151109876,-6.846081615492659,21.584982686125183,30.197771678587728,-27.47232958117621,3.036581365,1.532480315,5,85.6,-16,96.0,2086,6.9,823416,592663,656941,650333,681082,607208,669016,702222,650559,53.62,0.088,0.079,0.0,1,0,0,2,46,1,Sinker,5,6,6,5,6,5,6,5,Standard,Standard,117,0.019,-0.261,72.4,8.3,,0.092,0.261,88.0,-1,1,0.365,0.635,29,29,30,30,3,2,5,1,,1,2.27,1.56,1.56,29.9,12.289593221507214,-9.478217735735772,35.8401062858143,30.4959425653154,28.27093045626087,9,9
SI,2026-09-09,94.7,1.86,6.11,"Sánchez, Cristopher",572233,650911,field_out,hit_into_play,,,,,1,"Christian Walker grounds out, third baseman Bryson Stott to first baseman Kyle Schwarber.",R,R,L,PHI,HOU,X,5,ground_ball,2,2,2026,1.38,0.62,-0.597652072230866,2.8061709982363485,,,,0,6,Top,95.74,168.76,,,,,-9.541603532397854,-137.5298072942194,-4.170372830136267,19.56216669481616,30.03787393038376,-23.539032840937203,3.178756562,1.604232283,10,78.8,-15,95.5,2172,6.8,823416,592663,656941,650333,681082,607208,669016,702222,650559,53.66,0.043,0.039,0.0,1,0,0,2,45,5,Sinker,5,6,6,5,6,5,6,5,Standard,Standard,120,0.021,-0.234,66.4,6.9,,0.048,0.234,88.0,-1,1,0.344,0.656,29,35,30,35,3,2,5,1,,1,1.93,1.38,-1.38,31.3,10.678548878553128,-4.299108630283967,30.41265762006196,26.407121192002045,23.75614007214804,9,9
CH,2026-09-09,87.4,1.8,6.13,"Sánchez, Cristopher",572233,650911,,swinging_strike,,,,,3,,R,R,L,PHI,HOU,S,,,2,1,2026,1.56,0.29,0.698195564825226,2.730986461230817,,,,0,6,Top,,,,,,,-5.977406034233665,-127.17960999464437,-2.406743864428823,18.17068929032317,27.412060210148397,-28.78579660670418,3.178756562,1.604232283,,,,88.3,2167,6.9,823416,592663,656941,650333,681082,607208,669016,702222,650559,53.56,,,,,,,,45,4,Changeup,5,6,6,5,6,5,6,5,Standard,Standard,112,0.008,-0.078,73.6,8.6,3.682186824,,0.078,,-1,1,0.336,0.664,29,35,30,35,3,2,5,1,,1,2.71,1.56,-1.56,29.9,20.296470712600616,-36.63470084512255,19.95182210835777,42.68914021328256,52.05762078030664,9,9
CH,2026-09-09,87.6,1.87,6.09,"Sánchez, Cristopher",572233,650911,,ball,,,,,13,,R,R,L,PHI,HOU,B,,,1,1,2026,1.64,0.37,-0.6427602561277539,0.0548372590973444,,,,0,6,Top,,,,,,,-9.547669137871262,-126.89642936847642,-8.97459551351406,19.67556370026873,26.215891282091107,-26.408367061250956,3.178756562,1.604232283,,,,88.5,2128,7.1,823416,592663,656941,650333,681082,607208,669016,702222,650559,53.41,,,,,,,,45,3,Changeup,5,6,6,5,6,5,6,5,Standard,Standard,116,-0.005,0.064,,,,,-0.064,,-1,1,0.341,0.659,29,35,30,35,3,2,5,1,,1,2.63,1.64,-1.64,28.7,,,,,,9,9
CH,2026-09-09,86.3,1.81,6.2,"Sánchez, Cristopher",572233,650911,,called_strike,,,,,8,,R,R,L,PHI,HOU,S,,,1,0,2026,1.59,0.23,0.1777001492815275,1.7482915076786485,,,,0,6,Top,,,,,,,-7.23386653489273,-125.48079641215196,-4.6156643277715865,18.287485007266422,26.050609656964244,-28.968494258962554,3.178756562,1.604232283,,,,87.4,2061,7.1,823416,592663,656941,650333,681082,607208,669016,702222,650559,53.43,,,,,,,,45,2,Changeup,5,6,6,5,6,5,6,5,Standard,Standard,111,0.005,-0.055,,,,,0.055,,-1,1,0.336,0.664,29,35,30,35,3,2,5,1,,1,2.84,1.59,-1.59,32.1,,,,,,9,9
SI,2026-09-09,94.8,1.79,6.14,"Sánchez, Cristopher",572233,650911,,ball,,,,,13,,R,R,L,PHI,HOU,B,,,0,0,2026,1.45,0.57,-1.6318677739388927,1.1215064199644422,,,,0,6,Top,,,,,,,-12.231622659119624,-137.32415481599978,-8.548398106740411,20.96741584505097,28.125686978882577,-23.140121296713613,3.178756562,1.604232283,,,,95.8,2095,7.0,823416,592663,656941,650333,681082,607208,669016,702222,650559,53.53,,,,,,,,45,1,Sinker,5,6,6,5,6,5,6,5,Standard,Standard,124,-0.004,0.043,,,,,-0.043,,-1,1,0.34,0.66,29,35,30,35,3,2,5,1,,1,1.97,1.45,-1.45,33.3,,,,,,9,9
KC,2026-09-09,85.1,-2.06,6.18,"Brown, Hunter",547180,686613,strikeout,called_strike,,,,,2,Bryce Harper called out on strikes.,R,L,R,PHI,HOU,S,2,,3,2,2026,0.44,-1.44,0.1397736324714849,2.89972120468316,,,,2,5,Bot,,,,,,,4.222208979573571,-123.71025038449513,1.967433689617294,3.40168427049991,30.06117024172993,-47.45887711341782,3.26476378,1.647637795,,,,84.9,2554,6.7,823416,673237,572233,514888,670623,665161,678489,662139,701358,53.78,,0.0,0.0,1,0,0,,44,6,Knuckle Curve,5,6,5,6,6,5,5,6,Infield shade,Standard,27,-0.02,-0.303,,,,,0.303,,-1,-1,0.36,0.36,27,33,28,34,3,2,6,1,,1,4.65,-0.44,0.44,56.1,,,,,,9,9
SI,2026-09-09,96.6,-1.85,5.99,"Brown, Hunter",547180,686613,,ball,,,,,12,,R,L,R,PHI,HOU,B,,,2,2,2026,-1.29,1.01,0.9236954012161448,2.5164627465264675,,,,2,5,Bot,,,,,,,10.351028039450869,-140.17275982741268,-5.814226433772772,-19.38216404701274,32.994367864004694,-17.68996972682273,3.26476378,1.647637795,,,,97.1,2143,6.8,823416,673237,572233,514888,670623,665161,678489,662139,701358,53.66,,,,,,,,44,5,Sinker,5,6,5,6,6,5,5,6,Infield shade,Standard,219,0.006,0.081,,,,,-0.081,,-1,-1,0.354,0.354,27,33,28,34,3,2,6,1,,1,1.46,1.29,-1.29,50.1,,,,,,9,9
FF,2026-09-09,97.1,-2.23,6.18,"Brown, Hunter",547180,686613,,ball,,,,,11,,R,L,R,PHI,HOU,B,,,1,2,2026,-0.55,1.51,-1.094633621643211,4.091670869907202,,,,2,5,Bot,,,,,,,4.296075035424701,-141.3495455454873,-3.379787482708781,-8.329950314608618,34.67664402873072,-11.492964220215235,3.26476378,1.647637795,,,,97.5,2290,6.7,823416,673237,572233,514888,670623,665161,678489,662139,701358,53.82,,,,,,,,44,4,4-Seam Fastball,5,6,5,6,6,5,5,6,Infield shade,Standard,211,0.002,0.041,,,,,-0.041,,-1,-1,0.352,0.352,27,33,28,34,3,2,6,1,,1,0.92,0.55,-0.55,56.0,,,,,,9,9
SI,2026-09-09,96.7,-2.36,6.04,"Brown, Hunter",547180,686613,,swinging_strike,,,,,11,,R,L,R,PHI,HOU,S,,,1,1,2026,-1.25,0.97,-0.8428361078837237,3.3549157762065263,,,,2,5,Bot,,,,,,,6.933814112124844,-140.6421162993642,-3.6457795774629376,-18.21428651354919,32.50797816855612,-18.73589127166946,3.26476378,1.647637795,,,,97.2,2181,6.7,823416,673237,572233,514888,670623,665161,678489,662139,701358,53.83,,,,,,,,44,3,Sinker,5,6,5,6,6,5,5,6,Infield shade,Standard,220,-0.004,-0.065,70.4,6.2,1.057796052,,0.065,,-1,-1,0.356,0.356,27,33,28,34,3,2,6,1,,1,1.48,1.25,-1.25,47.1,0.0468662398487645,33.5472371018445,30.44225705384368,48.45818853793576,8.968299194055751,9,9
SI,2026-09-09,97.5,-2.45,6.05,"Brown, Hunter",547180,686613,,ball,,,,,11,,R,L,R,PHI,HOU,B,,,0,1,2026,-1.31,0.82,-1.4208161435767286,3.998813687322664,,,,2,5,Bot,,,,,,,5.837436325972526,-141.87677846151857,-1.764930865901997,-19.049693208848726,32.33374815667054,-20.90118136731364,3.26476378,1.647637795,,,,98.1,2256,6.6,823416,673237,572233,514888,670623,665161,678489,662139,701358,53.87,,,,,,,,44,2,Sinker,5,6,5,6,6,5,5,6,Infield shade,Standard,218,0.002,0.029,,,,,-0.029,,-1,-1,0.354,0.354,27,33,28,34,3,2,6,1,,1,1.58,1.31,-1.31,46.1,,,,,,9,9
SI,2026-09-09,97.1,-2.13,6.07,"Brown, Hunter",547180,686613,,swinging_strike,,,,,4,,R,L,R,PHI,HOU,S,,,0,0,2026,-1.47,0.85,-0.6973351596940953,2.725650331600139,,,,2,5,Bot,,,,,,,7.2611689208200465,-141.13155040184492,-5.190766670198345,-21.24966384029959,33.775982351171564,-19.76799298117243,3.26476378,1.647637795,,,,97.7,2204,6.8,823416,673237,572233,514888,670623,665161,678489,662139,701358,53.68,,,,,,,,44,1,Sinker,5,6,5,6,6,5,5,6,Infield shade,Standard,218,-0.003,-0.044,73.2,6.0,2.012504028,,0.044,,-1,-1,0.357,0.357,27,33,28,34,3,2,6,1,,1,1.58,1.47,-1.47,51.6,-14.762547585317163,35.002018058937445,40.27363214890338,46.87355165487423,4.983369008953092,9,9
SL,2026-09-09,91.8,-2.05,6.14,"Brown, Hunter",607208,686613,home_run,hit_into_play,,,,,2,Trea Turner homers (19) on a fly ball to right center field.,R,R,R,PHI,HOU,X,,fly_ball,0,0,2026,0.27,0.52,-0.1375112200287665,2.871402065545939,,,,2,5,Bot,189.49,61.65,,,,,4.217719847651238,-133.67316752131583,-3.410548455267085,2.3292360220120134,27.387747284989214,-25.454744015405048,3.244578412,1.637450787,374,101.0,23,92.6,2219,6.6,823416,673237,572233,514888,670623,665161,678489,662139,701358,53.87,0.549,0.794,2.0,1,0,3,6,43,1,Slider,4,6,4,6,6,5,5,6,Standard,Standard,185,0.122,2.595,68.9,7.0,,1.355,-2.595,101.0,-2,-2,0.235,0.235,27,33,28,33,3,2,6,1,,1,2.17,-0.27,-0.27,60.2,8.081256588790836,15.656668149096127,25.97311808324384,37.77382350211852,22.759955280408143,9,9
FF,2026-09-09,97.5,-1.99,6.15,"Brown, Hunter",656941,686613,field_out,hit_into_play,,,,,11,Kyle Schwarber flies out to left fielder Jorge Barrosa.,R,L,R,PHI,HOU,X,7,fly_ball,3,2,2026,-0.85,1.1,-1.1520715472501435,3.5321233727652874,,,,1,5,Bot,82.69,115.07,,,,,4.24746220308556,-141.9142380088488,-3.969942494483647,-12.404378263317234,30.88428427931729,-16.64995751750087,3.180511811,1.60511811,236,91.1,56,98.5,2024,6.7,823416,673237,572233,514888,670623,665161,678489,662139,701358,53.75,0.009,0.009,0.0,1,0,0,3,42,6,4-Seam Fastball,4,6,4,6,6,4,4,6,Infield shade,Standard,220,-0.027,-0.344,75.6,7.3,,0.011,0.344,91.1,-2,-2,0.262,0.262,27,33,28,33,3,2,6,1,,1,1.29,0.85,-0.85,51.2,16.475676584556876,5.614686841179156,21.58491704837211,47.44174799823604,24.85055628135695,9,9
KC,2026-09-09,84.8,-1.92,6.03,"Brown, Hunter",656941,686613,,ball,,,,,11,,R,L,R,PHI,HOU,B,,,2,2,2026,0.36,-1.4,-1.13455444071429,2.618961402189395,,,,1,5,Bot,,,,,,,1.0758010891603331,-123.46029942220969,1.4826785657067183,3.456631771825241,26.2692029070476,-46.93207224788659,3.180511811,1.60511811,,,,85.3,2385,6.7,823416,673237,572233,514888,670623,665161,678489,662139,701358,53.78,,,,,,,,42,5,Knuckle Curve,4,6,4,6,6,4,4,6,Infield shade,Standard,23,0.008,0.111,,,,,-0.111,,-2,-2,0.254,0.254,27,33,28,33,3,2,6,1,,1,4.58,-0.36,0.36,58.7,,,,,,9,9
KC,2026-09-09,83.7,-2.01,5.98,"Brown, Hunter",656941,686613,,ball,,,,,14,,R,L,R,PHI,HOU,B,,,1,2,2026,0.33,-1.33,0.5610587281007664,0.8537141888610975,,,,1,5,Bot,,,,,,,5.222052020277511,-121.77979652846324,-2.4593112884617314,2.219198641176352,25.05259044049637,-45.048609356922825,3.180511811,1.60511811,,,,84.3,2354,6.8,823416,673237,572233,514888,670623,665161,678489,662139,701358,53.73,,,,,,,,42,4,Knuckle Curve,4,6,4,6,6,4,4,6,Infield shade,Standard,22,0.004,0.051,,,,,-0.051,,-2,-2,0.25,0.25,27,33,28,33,3,2,6,1,,1,4.59,-0.33,0.33,52.3,,,,,,9,9
FF,2026-09-09,96.8,-2.03,6.14,"Brown, Hunter",656941,686613,,swinging_strike,,,,,2,,R,L,R,PHI,HOU,S,,,1,1,2026,-0.61,1.24,-0.1806558886847071,3.200853228989361,,,,1,5,Bot,,,,,,,6.367356434206459,-140.82169637208457,-5.052819413502416,-9.530530500078433,29.183997887803308,-14.681123191401216,3.180511811,1.60511811,,,,98.1,2090,6.8,823416,673237,572233,514888,670623,665161,678489,662139,701358,53.67,,,,,,,,42,3,4-Seam Fastball,4,6,4,6,6,4,4,6,Infield shade,Standard,213,-0.006,-0.07,72.0,5.8,1.192869984,,0.07,,-2,-2,0.256,0.256,27,33,28,33,3,2,6,1,,1,1.18,0.61,-0.61,59.5,1.6843757690607175,29.506137499796445,26.931865465431372,34.800298850075336,11.867055354998836,9,9
FF,2026-09-09,96.1,-2.15,5.96,"Brown, Hunter",656941,686613,,foul,,,,,2,,R,L,R,PHI,HOU,S,,,1,0,2026,-0.82,1.24,-0.2602382710108398,2.844211677216671,,,,1,5,Bot,,,,,,,6.8835692062434655,-139.85652258686738,-5.41177946039745,-12.215970857682658,28.97722710204204,-14.834202714964412,3.180511811,1.60511811,221,79.9,23,97.3,2033,6.8,823416,673237,572233,514888,670623,665161,678489,662139,701358,53.69,,,,,,,,42,2,4-Seam Fastball,4,6,4,6,6,4,4,6,Infield shade,Standard,223,-0.005,-0.05,75.8,6.4,,,0.05,88.0,-2,-2,0.261,0.261,27,33,28,33,3,2,6,1,,1,1.21,0.82,-0.82,48.7,4.34052845348361,18.900364389272934,29.681289339434134,36.6624631855034,16.86617806848148,9,9
FF,2026-09-09,96.7,-1.8,6.25,"Brown, Hunter",656941,686613,,ball,,,,,11,,R,L,R,PHI,HOU,B,,,0,0,2026,-0.81,1.25,-1.313800068424156,4.240616204066073,,,,1,5,Bot,,,,,,,3.2074793789827805,-140.9212461098895,-2.5825960057987807,-11.507702106526564,31.27082987362992,-15.089288783903337,3.180511811,1.60511811,,,,98.0,2102,6.9,823416,673237,572233,514888,670623,665161,678489,662139,701358,53.63,,,,,,,,42,1,4-Seam Fastball,4,6,4,6,6,4,4,6,Infield shade,Standard,215,0.004,0.04,,,,,-0.04,,-2,-2,0.257,0.257,27,33,28,33,3,2,6,1,,1,1.17,0.81,-0.81,56.2,,,,,,9,9
SL,2026-09-09,90.7,-2.1,6.07,"Brown, Hunter",650559,686613,field_out,hit_into_play,,,,,9,Bryan De La Cruz flies out to right fielder Cam Smith.,R,R,R,PHI,HOU,X,9,fly_ball,1,0,2026,0.15,0.42,0.7872717501362966,1.975712498761771,,,,0,5,Bot,160.04,105.14,,,,,6.826010483522983,-132.01193458961606,-5.070269131620965,0.5099060398524284,25.35813702097817,-26.468134248236208,3.227903543,1.629035433,249,74.7,35,91.6,2213,6.6,823416,673237,572233,514888,670623,665161,678489,662139,701358,53.87,0.149,0.134,0.0,1,0,0,3,41,2,Slider,4,6,4,6,6,4,4,6,Standard,Standard,190,-0.037,-0.304,65.8,7.9,,0.179,0.304,88.0,-2,-2,0.294,0.294,27,29,28,30,2,1,6,3,,2,2.33,-0.15,-0.15,53.1,14.464948487208092,-0.6782606687380198,37.253837230591614,45.31133161547152,31.349093585066253,9,9
SL,2026-09-09,89.3,-1.97,6.26,"Brown, Hunter",650559,686613,,ball,,,,,12,,R,R,R,PHI,HOU,B,,,0,0,2026,0.3,0.49,1.073133833211244,2.730249591555178,,,,0,5,Bot,,,,,,,6.79981570598046,-129.96296920540206,-3.5365795386994616,2.05675197280681,26.51840747720128,-26.084872437412425,3.227903543,1.629035433,,,,90.0,2056,6.7,823416,673237,572233,514888,670623,665161,678489,662139,701358,53.84,,,,,,,,41,1,Slider,4,6,4,6,6,4,4,6,Standard,Standard,191,0.005,0.043,,,,,-0.043,,-2,-2,0.289,0.289,27,29,28,30,2,1,6,3,,2,2.36,-0.3,-0.3,60.0,,,,,,9,9
CH,2026-09-09,88.0,1.94,6.05,"Sánchez, Cristopher",673237,650911,field_out,hit_into_play,,,,,14,"Yainer Diaz grounds out sharply, second baseman Luis Arraez to first baseman Kyle Schwarber.",R,R,L,PHI,HOU,X,4,ground_ball,0,0,2026,1.35,0.15,0.8329872045809523,2.084340446209177,,,,2,5,Top,121.7,138.22,,,,,-5.579690922379321,-128.01175132647865,-3.643145636221348,16.013474350957196,25.632218145635967,-30.014595190743965,3.161204068,1.595374016,62,100.7,2,89.3,2098,7.0,823416,592663,656941,650333,681082,607208,669016,702222,650559,53.47,0.48,0.446,0.0,1,0,0,4,40,1,Changeup,4,6,6,4,6,4,6,4,Infield shade,Standard,104,0.009,-0.26,76.9,7.6,,0.539,0.26,100.7,-2,2,0.28,0.72,29,27,30,28,3,2,5,1,,1,2.79,1.35,-1.35,28.9,9.155849145611716,6.918192538932834,29.203163764667536,46.64053748867747,27.8097980228409,9,9
CH,2026-09-09,87.7,1.83,6.13,"Sánchez, Cristopher",514888,650911,field_out,hit_into_play,,,,,9,"Jose Altuve grounds out, shortstop Trea Turner to first baseman Kyle Schwarber.",R,R,L,PHI,HOU,X,6,ground_ball,1,2,2026,1.52,-0.2,0.7016738761251782,1.4740138070776845,,,,1,5,Top,111.46,158.62,,,,,-5.961027768094856,-127.65188588285962,-4.507020160900074,17.834619709329857,25.878506140742854,-33.6318209420775,2.926000656,1.476673228,5,86.5,-19,88.8,1942,6.9,823416,592663,656941,650333,681082,607208,669016,702222,650559,53.56,0.07,0.064,0.0,1,0,0,2,39,5,Changeup,4,6,6,4,6,4,6,4,Infield shade,Standard,106,0.009,-0.182,61.9,7.6,,0.077,0.182,88.0,-2,2,0.271,0.729,29,36,30,36,3,2,5,1,,1,3.16,1.52,-1.52,29.8,7.194409857063083,11.553384948143249,29.43887260194019,48.54843913171302,24.38442065454497,9,9
SL,2026-09-09,88.3,1.73,6.14,"Sánchez, Cristopher",514888,650911,,foul,,,,,6,,R,R,L,PHI,HOU,S,,,1,2,2026,-0.1,-0.47,0.3223867461651485,2.439478428793868,,,,1,5,Top,,,,,,,-3.1772679425239074,-128.48757162388475,-1.6254123160488168,-0.4011222524598241,29.55053569087793,-37.23057260519048,2.926000656,1.476673228,2,56.2,-53,88.6,1983,6.7,823416,592663,656941,650333,681082,607208,669016,702222,650559,53.76,,,,,,,,39,4,Slider,4,6,6,4,6,4,6,4,Infield shade,Standard,309,0.0,0.0,64.3,7.2,,,0.0,88.0,-2,2,0.271,0.729,29,36,30,36,3,2,5,1,,1,3.42,-0.1,0.1,32.8,25.79819126938132,2.09424765225786,23.50681731093683,44.31985311510965,27.85021426382115,9,9
SI,2026-09-09,95.1,1.78,6.07,"Sánchez, Cristopher",514888,650911,,foul_tip,,,,,5,,R,R,L,PHI,HOU,S,,,1,1,2026,1.7,0.29,0.0689060152902869,2.397498847104365,,,,1,5,Top,,,,,,,-8.393780657515913,-138.23376231409932,-4.4349678146734,23.711545207700592,32.03507538410989,-27.595557198967374,2.926000656,1.476673228,,,,95.8,2116,6.8,823416,592663,656941,650333,681082,607208,669016,702222,650559,53.67,,,,,,,,39,3,Sinker,4,6,6,4,6,4,6,4,Infield shade,Standard,116,0.003,-0.07,69.5,6.6,,,0.07,,-2,2,0.268,0.732,29,36,30,36,3,2,5,1,,1,2.24,1.7,-1.7,30.9,1.840552118195845,20.779384796742843,31.76730929911363,40.83775080864819,11.106163937566196,9,9
CH,2026-09-09,86.5,1.88,6.1,"Sánchez, Cristopher",514888,650911,,ball,,,,,14,,R,R,L,PHI,HOU,B,,,0,1,2026,1.57,-0.15,2.714387125900444,2.1384960059814317,,,,1,5,Top,,,,,,,-1.3114597628137286,-125.9448639318508,-2.7152211686135286,16.959173078551636,26.01979936237449,-33.40592977890227,2.926000656,1.476673228,,,,87.3,2088,6.8,823416,592663,656941,650333,681082,607208,669016,702222,650559,53.68,,,,,,,,39,2,Changeup,4,6,6,4,6,4,6,4,Infield shade,Standard,107,-0.001,0.032,,,,,-0.032,,-2,2,0.269,0.731,29,36,30,36,3,2,5,1,,1,3.2,1.57,-1.57,26.9,,,,,,9,9
CH,2026-09-09,87.4,1.82,6.07,"Sánchez, Cristopher",514888,650911,,foul_bunt,,,,,8,,R,R,L,PHI,HOU,S,,,0,0,2026,1.4,-0.07,0.0482728121039421,1.5618448621679133,,,,1,5,Top,,,,,,,-7.258070431448399,-127.10559827717864,-4.350708254142268,16.72180244057354,26.504459552012413,-32.2563131483646,2.926000656,1.476673228,,,,88.5,1990,7.0,823416,592663,656941,650333,681082,607208,669016,702222,650559,53.48,,,,,,,,39,1,Changeup,4,6,6,4,6,4,6,4,Infield shade,Standard,106,0.002,-0.041,9.4,2.1,,,0.041,88.0,-2,2,0.267,0.733,29,36,30,36,3,2,5,1,,1,3.07,1.4,-1.4,28.3,-72.37355284494166,-62.99620370282627,20.76990245986437,40.703611035844375,28.03672948121288,9,9
SL,2026-09-09,88.4,1.81,6.12,"Sánchez, Cristopher",670623,650911,strikeout,swinging_strike,,,,,13,Isaac Paredes strikes out swinging.,R,R,L,PHI,HOU,S,2,,1,2,2026,-0.03,-0.31,-1.1743706792259252,1.17330170969017,,,,0,5,Top,,,,,,,-7.185160947607469,-128.45795930108235,-5.003939969412654,1.317441750060499,29.23108158462186,-34.68205337049404,3.180511811,1.60511811,,,,88.8,2117,6.8,823416,592663,656941,650333,681082,607208,669016,702222,650559,53.68,,0.0,0.0,1,0,0,,38,6,Slider,4,6,6,4,6,4,6,4,Standard,Standard,323,0.013,-0.188,71.4,7.7,1.709335008,,0.188,,-2,2,0.254,0.746,29,27,30,27,3,2,5,1,,1,3.26,-0.03,0.03,30.8,10.132260806996136,-10.253312821799213,44.360019801134655,20.36697163515961,29.429090282104656,9,9
SI,2026-09-09,94.8,1.79,6.07,"Sánchez, Cristopher",670623,650911,,foul,,,,,4,,R,R,L,PHI,HOU,S,,,1,2,2026,1.42,0.29,-0.7898044965608111,2.3773422318860424,,,,0,5,Top,,,,,,,-9.965960161516389,-137.7375624567808,-4.453186360648534,20.28008399821796,29.82543320720328,-27.61765151101885,3.180511811,1.60511811,62,93.6,79,95.7,1858,6.8,823416,592663,656941,650333,681082,607208,669016,702222,650559,53.69,,,,,,,,38,5,Sinker,4,6,6,4,6,4,6,4,Standard,Standard,117,0.0,0.0,78.4,8.0,,,0.0,93.6,-2,2,0.254,0.746,29,27,30,27,3,2,5,1,,1,2.24,1.42,-1.42,30.6,17.682288264782425,-24.97505515289694,38.59853944189564,24.546959346257832,44.77372644257016,9,9
