pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,month,day
SL,2024-07-04,88.3,-1.44,5.52,"Doval, Camilo",542303,666808,single,hit_into_play,,,,,9,Marcell Ozuna singles on a ground ball to third baseman Matt Chapman.,R,R,R,ATL,SF,X,5,ground_ball,3,2,2024,0.54,-0.19,0.57,2.18,,,,0,9,Bot,97.6,164.25,,,672275,,,3.756249701884823,-128.64083747013052,-1.6927823709749426,5.364435830751397,24.45317056852433,-34.21574507607728,3.51,1.74,11,97.9,-11,88.2,2413,6.0,747103,666808,672275,664774,689172,656305,605113,624424,671218,682641,54.53,0.254,0.227,0.9,1,1,0,2,68,6,Slider,2,4,2,4,4,2,2,4,Strategic,Standard,71,0.09,0.34,75.40480214185673,7.79444,7,4
SL,2024-07-04,90.2,-1.4,5.53,"Doval, Camilo",542303,666808,,ball,,,,,14,Marcell Ozuna singles on a ground ball to third baseman Matt Chapman.,R,R,R,ATL,SF,B,,,2,2,2024,0.33,0.13,1.55,0.63,,,,0,9,Bot,,,,,672275,,,6.6089069233611255,-131.20219535985285,-6.495124723192692,2.441075933452805,27.8948218344518,-29.48433986903861,3.44,1.74,,,,90.1,2562,6.2,747103,666808,672275,664774,689172,656305,605113,624424,671218,682641,54.25,,,,,,,,68,5,Slider,2,4,2,4,4,2,2,4,Strategic,Standard,47,0.0,0.096,,,7,4
FC,2024-07-04,100.5,-1.54,5.49,"Doval, Camilo",542303,666808,,ball,,,,,14,Marcell Ozuna singles on a ground ball to third baseman Matt Chapman.,R,R,R,ATL,SF,B,,,1,2,2024,-0.16,0.88,1.98,2.47,,,,0,9,Bot,,,,,672275,,,10.12239830596987,-146.11166882914367,-5.120585613724509,-4.45124095483035,31.958117530458846,-18.524504919141656,3.35,1.7,,,,100.8,2478,6.3,747103,666808,672275,664774,689172,656305,605113,624424,671218,682641,54.17,,,,,,,,68,4,Cutter,2,4,2,4,4,2,2,4,Strategic,Standard,228,0.0,0.034,,,7,4
SL,2024-07-04,88.2,-1.41,5.45,"Doval, Camilo",542303,666808,,ball,,,,,14,Marcell Ozuna singles on a ground ball to third baseman Matt Chapman.,R,R,R,ATL,SF,B,,,0,2,2024,0.6,-0.22,1.88,0.91,,,,0,9,Bot,,,,,672275,,,6.750454114992133,-128.25312351599095,-4.459334925920338,5.116210842353833,27.607011481672316,-33.8835409391127,3.44,1.72,,,,87.8,2376,6.2,747103,666808,672275,664774,689172,656305,605113,624424,671218,682641,54.32,,,,,,,,68,3,Slider,2,4,2,4,4,2,2,4,Strategic,Standard,66,0.0,0.02,,,7,4
SL,2024-07-04,87.3,-1.37,5.55,"Doval, Camilo",542303,666808,,swinging_strike,,,,,14,Marcell Ozuna singles on a ground ball to third baseman Matt Chapman.,R,R,R,ATL,SF,S,,,0,1,2024,0.49,-0.18,0.52,1.37,,,,0,9,Bot,,,,,672275,,,3.534449862531547,-127.13261979461652,-3.5690912919796984,4.620465019752275,24.86831205432844,-33.64819919650931,3.51,1.74,,,,87.0,2358,6.0,747103,666808,672275,664774,689172,656305,605113,624424,671218,682641,54.52,,,,,,,,68,2,Slider,2,4,2,4,4,2,2,4,Strategic,Standard,107,0.0,-0.047,75.99857002604922,8.60649,7,4
SL,2024-07-04,88.3,-1.52,5.5,"Doval, Camilo",542303,666808,,called_strike,,,,,4,Marcell Ozuna singles on a ground ball to third baseman Matt Chapman.,R,R,R,ATL,SF,S,,,0,0,2024,0.31,-0.01,-0.61,2.45,,,,0,9,Bot,,,,,672275,,,1.56712127830633,-128.61203867561434,-1.3079099988483174,3.0404891514791723,28.507620848602155,-32.20854849267485,3.46,1.77,,,,87.7,2398,6.0,747103,666808,672275,664774,689172,656305,605113,624424,671218,682641,54.49,,,,,,,,68,1,Slider,2,4,2,4,4,2,2,4,Strategic,Standard,113,0.0,-0.033,,,7,4
ST,2024-07-04,85.1,2.03,5.54,"Bummer, Aaron",624585,607481,strikeout,called_strike,,,,,7,Jorge Soler called out on strikes.,R,R,L,ATL,SF,S,2,,3,2,2024,-1.38,0.07,-0.67,1.79,,,,2,9,Top,,,,,669221,,,-3.552504071690618,-123.86821573089252,-2.551212714657784,-13.383658126680409,26.77721351324911,-31.17972968747761,3.53,1.68,,,,84.3,2578,6.0,747103,607481,669221,621566,645277,663586,670097,657088,672284,594807,54.53,,0.0,0.0,1,0,0,,67,6,Sweeper,2,4,4,2,4,2,4,2,Standard,Standard,303,0.003,-0.124,,,7,4
FF,2024-07-04,93.5,2.17,5.2,"Bummer, Aaron",624585,607481,,foul,,,,,2,Jorge Soler called out on strikes.,R,R,L,ATL,SF,S,,,3,1,2024,0.53,0.98,-0.27,3.11,,,689172,1,9,Top,,,,,669221,,,-7.462088073077484,-135.9152751170862,-1.7598578985238635,8.309083360124587,31.408885500078576,-19.85774607111925,3.66,1.8,31,104.4,-4,93.3,2277,6.3,747103,607481,669221,621566,645277,663586,670097,657088,672284,594807,54.17,,,,,,,,67,5,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,118,0.0,-0.087,77.82326720567947,7.81438,7,4
SI,2024-07-04,92.7,2.17,5.09,"Bummer, Aaron",624585,607481,,called_strike,,,,,9,Jorge Soler called out on strikes.,R,R,L,ATL,SF,S,,,3,0,2024,0.95,0.12,0.6,2.16,,,689172,1,9,Top,,,,,669221,,,-6.075950346309203,-134.89814029762786,-1.9619825926780563,12.920411162174982,29.451280968797654,-30.543307188200533,3.53,1.72,,,,92.8,2210,6.4,747103,607481,669221,621566,645277,663586,670097,657088,672284,594807,54.12,,,,,,,,67,4,Sinker,2,4,4,2,4,2,4,2,Standard,Standard,116,0.0,-0.064,,,7,4
ST,2024-07-04,84.0,2.16,5.37,"Bummer, Aaron",624585,607481,,ball,,,,,13,Jorge Soler called out on strikes.,R,R,L,ATL,SF,B,,,2,0,2024,-1.44,-0.17,-1.89,0.98,,,689172,1,9,Top,,,,,669221,,,-6.499306702273861,-122.10470340144708,-3.360906614998042,-12.987679620690656,25.95922059851957,-33.320878557877755,3.55,1.75,,,,83.5,2612,6.2,747103,607481,669221,621566,645277,663586,670097,657088,672284,594807,54.29,,,,,,,,67,3,Sweeper,2,4,4,2,4,2,4,2,Standard,Standard,303,0.0,0.136,,,7,4
SI,2024-07-04,92.9,2.18,5.15,"Bummer, Aaron",624585,607481,,ball,,,,,14,Jorge Soler called out on strikes.,R,R,L,ATL,SF,B,,,1,0,2024,1.27,0.19,1.32,2.65,,,689172,1,9,Top,,,,,669221,,,-5.019805873100243,-135.14899058143226,-0.986537456087271,16.711173860025692,31.33769938917369,-29.80880594794462,3.57,1.75,,,,92.7,2274,6.3,747103,607481,669221,621566,645277,663586,670097,657088,672284,594807,54.16,,,,,,,,67,2,Sinker,2,4,4,2,4,2,4,2,Standard,Standard,116,0.0,0.067,,,7,4
CU,2024-07-04,83.0,2.06,5.38,"Bummer, Aaron",624585,607481,,ball,,,,,14,Jorge Soler called out on strikes.,R,R,L,ATL,SF,B,,,0,0,2024,-0.82,-0.63,0.64,1.16,,,689172,1,9,Top,,,,,669221,,,-1.6438963268170956,-120.88156254719982,-1.9045961498446256,-7.674087854187352,25.53003041358952,-38.187321102386505,3.55,1.75,,,,82.7,2474,6.2,747103,607481,669221,621566,645277,663586,670097,657088,672284,594807,54.28,,,,,,,,67,1,Curveball,2,4,4,2,4,2,4,2,Standard,Standard,301,0.0,0.041,,,7,4
FF,2024-07-04,94.2,2.04,5.41,"Bummer, Aaron",605113,607481,field_out,hit_into_play,,,,,5,Nick Ahmed lines out to center fielder Jarred Kelenic.,R,R,L,ATL,SF,X,8,line_drive,0,2,2024,0.95,1.05,0.16,2.92,,,689172,0,9,Top,130.31,84.16,,,669221,,,-6.962528366821272,-136.9750828567776,-3.084527833892849,13.471519639661572,30.038173725860595,-18.427408476725365,3.68,1.77,332,94.5,19,94.1,2390,6.3,747103,607481,669221,621566,645277,663586,670097,657088,672284,594807,54.24,0.383,0.409,0.0,1,0,0,4,66,6,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,122,0.01,-0.23,63.11148714886743,6.195,7,4
FF,2024-07-04,94.1,2.18,5.14,"Bummer, Aaron",605113,607481,,foul,,,,,12,Nick Ahmed lines out to center fielder Jarred Kelenic.,R,R,L,ATL,SF,S,,,0,2,2024,0.77,0.64,0.85,2.78,,,689172,0,9,Top,,,,,669221,,,-5.138224078602317,-137.0468537606588,-1.820365252405084,10.899609134042803,30.38197543203037,-23.97614871955684,3.68,1.77,233,77.2,37,94.0,2282,6.2,747103,607481,669221,621566,645277,663586,670097,657088,672284,594807,54.33,,,,,,,,66,5,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,122,0.0,0.0,53.44953206079116,5.7469,7,4
CU,2024-07-04,82.9,2.09,5.44,"Bummer, Aaron",605113,607481,,foul,,,,,13,Nick Ahmed lines out to center fielder Jarred Kelenic.,R,R,L,ATL,SF,S,,,0,2,2024,-0.62,-0.51,-0.33,0.74,,,689172,0,9,Top,,,,,669221,,,-4.324784968680033,-120.67256545733868,-3.232641110900344,-5.180046872425762,24.376126982117967,-36.75056368224237,3.68,1.77,,,,83.0,2444,6.4,747103,607481,669221,621566,645277,663586,670097,657088,672284,594807,54.09,,,,,,,,66,4,Curveball,2,4,4,2,4,2,4,2,Standard,Standard,301,0.0,0.0,54.887557780326944,7.90603,7,4
CU,2024-07-04,83.5,2.06,5.44,"Bummer, Aaron",605113,607481,,foul,,,,,14,Nick Ahmed lines out to center fielder Jarred Kelenic.,R,R,L,ATL,SF,S,,,0,2,2024,-0.89,-0.74,0.17,1.42,,,689172,0,9,Top,,,,,669221,,,-2.603360948491843,-121.56372610876204,-1.3123153740818672,-8.231966164927957,25.65178674370994,-39.394033817795545,3.68,1.77,,,,83.4,2523,6.4,747103,607481,669221,621566,645277,663586,670097,657088,672284,594807,54.13,,,,,,,,66,3,Curveball,2,4,4,2,4,2,4,2,Standard,Standard,303,0.0,0.0,60.633209322022935,7.84393,7,4
FF,2024-07-04,93.0,2.16,5.14,"Bummer, Aaron",605113,607481,,called_strike,,,,,5,Nick Ahmed lines out to center fielder Jarred Kelenic.,R,R,L,ATL,SF,S,,,0,1,2024,0.94,0.94,-0.22,2.6,,,689172,0,9,Top,,,,,669221,,,-8.155071788438532,-135.31425043773564,-2.818049522295481,13.297918182514492,28.496465753188488,-20.18134746011001,3.69,1.7,,,,93.0,2312,6.2,747103,607481,669221,621566,645277,663586,670097,657088,672284,594807,54.26,,,,,,,,66,2,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,124,0.0,-0.08,,,7,4
SI,2024-07-04,94.2,2.17,5.16,"Bummer, Aaron",605113,607481,,called_strike,,,,,5,Nick Ahmed lines out to center fielder Jarred Kelenic.,R,R,L,ATL,SF,S,,,0,0,2024,1.11,0.06,0.08,2.62,,,689172,0,9,Top,,,,,669221,,,-7.914280273834064,-137.0437830108969,-1.0448001378557623,15.712402056739585,28.680211683473573,-31.37612257643045,3.69,1.82,,,,94.7,2234,6.4,747103,607481,669221,621566,645277,663586,670097,657088,672284,594807,54.05,,,,,,,,66,1,Sinker,2,4,4,2,4,2,4,2,Standard,Standard,111,0.0,-0.064,,,7,4
SI,2024-07-04,92.8,2.33,5.1,"Bummer, Aaron",689172,607481,hit_by_pitch,hit_by_pitch,,,,,12,Brett Wisely hit by pitch.,R,L,L,ATL,SF,B,,,1,1,2024,1.16,-0.08,1.51,3.2,,,,0,9,Top,,,,,669221,,,-4.634000724581577,-135.04002851491174,1.1259399490015671,15.248362184714985,30.560632981023584,-33.681523337023094,3.48,1.63,,,,92.5,2214,6.2,747103,607481,669221,621566,645277,663586,670097,657088,672284,594807,54.32,,0.72231,0.7,1,0,0,,65,3,Sinker,2,4,4,2,4,2,4,2,Strategic,Standard,115,-0.011,0.425,,,7,4
FF,2024-07-04,93.1,2.26,5.08,"Bummer, Aaron",689172,607481,,called_strike,,,,,9,Brett Wisely hit by pitch.,R,L,L,ATL,SF,S,,,1,0,2024,1.08,0.83,0.5,2.04,,,,0,9,Top,,,,,669221,,,-6.912000983553061,-135.43816901087294,-3.836667176268287,14.863354776999698,30.151736340408487,-21.34500753522117,3.38,1.63,,,,93.0,2233,6.3,747103,607481,669221,621566,645277,663586,670097,657088,672284,594807,54.2,,,,,,,,65,2,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,113,0.0,-0.044,,,7,4
SI,2024-07-04,94.6,2.13,5.1,"Bummer, Aaron",689172,607481,,ball,,,,,11,Brett Wisely hit by pitch.,R,L,L,ATL,SF,B,,,0,0,2024,1.33,0.19,-1.07,2.76,,,,0,9,Top,,,,,669221,,,-11.26087894830596,-137.34232822575404,-0.8062254102231374,19.280519892678413,30.490158019507174,-29.778095697968556,3.42,1.63,,,,94.3,2285,6.2,747103,607481,669221,621566,645277,663586,670097,657088,672284,594807,54.27,,,,,,,,65,1,Sinker,2,4,4,2,4,2,4,2,Standard,Standard,114,0.0,0.032,,,7,4
SL,2024-07-04,74.8,-3.81,1.22,"Rogers, Tyler",645277,643511,strikeout,swinging_strike,,,,,11,Ozzie Albies strikes out swinging.,R,L,R,ATL,SF,S,2,,1,2,2024,0.64,1.28,-0.91,2.73,,,,2,8,Bot,,,,,672275,,,4.811000415543905,-108.46492057965446,8.045733738424367,4.130726253083322,20.425003164481424,-23.86678193591274,3.24,1.57,,,,73.8,2211,5.9,747103,643511,672275,664774,689172,656305,605113,624424,671218,682641,54.61,,0.0,0.0,1,0,0,,64,5,Slider,2,4,2,4,4,2,2,4,Standard,Standard,127,-0.016,-0.067,55.3179874312962,7.47962,7,4
SI,2024-07-04,83.9,-3.7,1.23,"Rogers, Tyler",645277,643511,,foul,,,,,4,Ozzie Albies strikes out swinging.,R,L,R,ATL,SF,S,,,1,2,2024,-0.07,-1.07,-0.76,2.13,,,,2,8,Bot,,,,,672275,,,6.864202886138925,-121.4165156579132,10.54230758344598,-2.050984462735954,23.545054972977947,-45.06758331524143,3.24,1.57,2,70.7,-52,82.9,2105,5.9,747103,643511,672275,664774,689172,656305,605113,624424,671218,682641,54.57,,,,,,,,64,4,Sinker,2,4,2,4,4,2,2,4,Standard,Standard,321,0.0,0.0,61.04858148827699,7.55897,7,4
SI,2024-07-04,82.8,-3.85,1.16,"Rogers, Tyler",645277,643511,,foul,,,,,4,Ozzie Albies strikes out swinging.,R,L,R,ATL,SF,S,,,1,1,2024,-0.34,-0.99,-0.35,2.33,,,,2,8,Bot,,,,,672275,,,8.570177351509493,-119.7404745091616,11.079765901480144,-4.899912619512978,22.72407686798769,-44.16744284719367,3.24,1.57,158,74.0,68,82.1,2018,6.1,747103,643511,672275,664774,689172,656305,605113,624424,671218,682641,54.36,,,,,,,,64,3,Sinker,2,4,2,4,4,2,2,4,Standard,Standard,322,0.0,-0.025,67.9513259672997,7.22087,7,4
SL,2024-07-04,73.2,-3.93,1.34,"Rogers, Tyler",645277,643511,,ball,,,,,13,Ozzie Albies strikes out swinging.,R,L,R,ATL,SF,B,,,0,1,2024,0.81,0.93,-0.76,0.58,,,,2,8,Bot,,,,,672275,,,4.965541065823822,-106.46055584385094,4.160594797641084,5.299012563528511,18.29373539747281,-26.041555360143267,3.18,1.44,,,,72.6,2320,5.9,747103,643511,672275,664774,689172,656305,605113,624424,671218,682641,54.6,,,,,,,,64,2,Slider,2,4,2,4,4,2,2,4,Standard,Standard,126,0.0,0.01,,,7,4
SI,2024-07-04,83.4,-3.62,1.23,"Rogers, Tyler",645277,643511,,called_strike,,,,,6,Ozzie Albies strikes out swinging.,R,L,R,ATL,SF,S,,,0,0,2024,-0.47,-0.99,0.58,2.59,,,,2,8,Bot,,,,,672275,,,10.515517205132666,-120.29013335751856,11.59143595043265,-6.643430167966355,23.294267336843166,-44.451717890500326,3.29,1.55,,,,82.9,2034,6.4,747103,643511,672275,664774,689172,656305,605113,624424,671218,682641,54.06,,,,,,,,64,1,Sinker,2,4,2,4,4,2,2,4,Standard,Standard,327,0.0,-0.015,,,7,4
SI,2024-07-04,82.6,-3.69,1.22,"Rogers, Tyler",672284,643511,field_out,hit_into_play,,,,,5,Jarred Kelenic pops out to third baseman Matt Chapman.,R,L,R,ATL,SF,X,5,popup,0,0,2024,-0.35,-0.9,0.25,2.58,,,,1,8,Bot,96.43,166.37,,,672275,,,9.520117788277538,-119.23457939406865,11.332022196541615,-5.199575131600364,23.118126182859157,-43.34135823372509,3.67,1.73,115,74.8,70,81.5,2017,6.0,747103,643511,672275,664774,689172,656305,605113,624424,671218,682641,54.48,0.001,0.0,0.0,1,0,0,3,63,1,Sinker,2,4,2,4,4,2,2,4,Standard,Standard,327,-0.028,-0.162,72.4747153852979,7.41988,7,4
SI,2024-07-04,82.2,-3.66,1.18,"Rogers, Tyler",670097,643511,field_out,hit_into_play,,,,,5,Zack Short flies out to center fielder Heliot Ramos.,R,R,R,ATL,SF,X,8,fly_ball,1,1,2024,-0.2,-0.87,0.13,2.35,,,,0,8,Bot,110.38,62.3,,,672275,,,8.88474544555866,-118.77837263721364,10.885688410372405,-3.635355486904557,22.88793607931032,-42.87784413691794,3.33,1.57,341,89.9,28,81.3,1965,6.1,747103,643511,672275,664774,689172,656305,605113,624424,671218,682641,54.42,0.086,0.126,0.0,1,0,0,3,62,3,Sinker,2,4,2,4,4,2,2,4,Strategic,Standard,324,-0.041,-0.215,71.40371074556707,6.78857,7,4
SI,2024-07-04,82.4,-3.74,1.16,"Rogers, Tyler",670097,643511,,ball,,,,,14,Zack Short flies out to center fielder Heliot Ramos.,R,R,R,ATL,SF,B,,,0,1,2024,-0.1,-0.92,0.04,0.85,,,,0,8,Bot,,,,,672275,,,8.671692034571128,-119.287750511193,7.611336422725769,-2.722642307566676,24.27507604185326,-42.782513408922846,3.31,1.55,,,,81.2,1949,5.9,747103,643511,672275,664774,689172,656305,605113,624424,671218,682641,54.6,,,,,,,,62,2,Sinker,2,4,2,4,4,2,2,4,Strategic,Standard,324,0.0,0.021,,,7,4
SI,2024-07-04,82.0,-3.65,1.2,"Rogers, Tyler",670097,643511,,called_strike,,,,,8,Zack Short flies out to center fielder Heliot Ramos.,R,R,R,ATL,SF,S,,,0,0,2024,-0.07,-0.94,-0.06,2.12,,,,0,8,Bot,,,,,672275,,,8.106483744786255,-118.51065847435336,10.421145926306387,-2.2671695004038783,23.87695026102403,-43.40194146509595,3.33,1.59,,,,80.7,1979,5.9,747103,643511,672275,664774,689172,656305,605113,624424,671218,682641,54.62,,,,,,,,62,1,Sinker,2,4,2,4,4,2,2,4,Standard,Standard,324,0.0,-0.033,,,7,4
FF,2024-07-04,94.3,-2.03,6.03,"Holmes, Grant",682641,656550,strikeout,swinging_strike,,,,,2,Luis Matos strikes out swinging.,R,R,R,ATL,SF,S,2,,0,2,2024,-0.38,1.2,0.19,2.96,,,624424,2,8,Top,,,,,669221,,,6.574831039978775,-137.2396801648517,-4.9423159038123305,-6.243861211393763,29.570652535637876,-16.11416337897913,3.49,1.69,,,,93.8,2321,5.9,747103,656550,669221,621566,645277,663586,670097,657088,672284,594807,54.57,,0.0,0.0,1,0,0,,61,4,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,213,0.013,-0.14,75.57656647617479,7.5892,7,4
