pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,month,day
,2003-03-31,,,,"Bacsik, Mike",119975,407194,,called_strike,,,,,,"Troy O'Leary strikes out swinging, catcher Mike Piazza to first baseman Mo Vaughn.",R,L,L,NYM,CHC,S,,,0,1,2003,,,,,,,,2,6,Top,,,,,120536,,,,,,,,,,,,,,,,,15894,407194,120536,123678,110183,421064,121663,114260,112155,111742,,,,,,,,,57,2,,2,10,10,2,10,2,10,2,,,,0.0,-0.022,3,31
,2003-03-31,,,,"Bacsik, Mike",119975,407194,,foul,,,,,,"Troy O'Leary strikes out swinging, catcher Mike Piazza to first baseman Mo Vaughn.",R,L,L,NYM,CHC,S,,,0,0,2003,,,,,,,,2,6,Top,,,,,120536,,,,,,,,,,,,,,,,,15894,407194,120536,123678,110183,421064,121663,114260,112155,111742,,,,,,,,,57,1,,2,10,10,2,10,2,10,2,,,,0.0,-0.017,3,31
,2003-03-31,,,,"Bacsik, Mike",119064,407194,field_out,hit_into_play,,,,,,"Damian Miller grounds out, shortstop Rey Sanchez to first baseman Mo Vaughn.",R,R,L,NYM,CHC,X,6,ground_ball,3,1,2003,,,,,,,,1,6,Top,,,,,120536,,,,,,,,,,,,,,,,,15894,407194,120536,123678,110183,421064,121663,114260,112155,111742,,,,0.0,,0,0,,56,5,,2,10,10,2,10,2,10,2,,,,0.0,-0.278,3,31
,2003-03-31,,,,"Bacsik, Mike",119064,407194,,ball,,,,,,"Damian Miller grounds out, shortstop Rey Sanchez to first baseman Mo Vaughn.",R,R,L,NYM,CHC,B,,,2,1,2003,,,,,,,,1,6,Top,,,,,120536,,,,,,,,,,,,,,,,,15894,407194,120536,123678,110183,421064,121663,114260,112155,111742,,,,,,,,,56,4,,2,10,10,2,10,2,10,2,,,,0.0,0.077,3,31
,2003-03-31,,,,"Bacsik, Mike",119064,407194,,called_strike,,,,,,"Damian Miller grounds out, shortstop Rey Sanchez to first baseman Mo Vaughn.",R,R,L,NYM,CHC,S,,,2,0,2003,,,,,,,,1,6,Top,,,,,120536,,,,,,,,,,,,,,,,,15894,407194,120536,123678,110183,421064,121663,114260,112155,111742,,,,,,,,,56,3,,2,10,10,2,10,2,10,2,,,,0.0,-0.042,3,31
,2003-03-31,,,,"Bacsik, Mike",119064,407194,,ball,,,,,,"Damian Miller grounds out, shortstop Rey Sanchez to first baseman Mo Vaughn.",R,R,L,NYM,CHC,B,,,1,0,2003,,,,,,,,1,6,Top,,,,,120536,,,,,,,,,,,,,,,,,15894,407194,120536,123678,110183,421064,121663,114260,112155,111742,,,,,,,,,56,2,,2,10,10,2,10,2,10,2,,,,0.0,0.045,3,31
,2003-03-31,,,,"Bacsik, Mike",119064,407194,,ball,,,,,,"Damian Miller grounds out, shortstop Rey Sanchez to first baseman Mo Vaughn.",R,R,L,NYM,CHC,B,,,0,0,2003,,,,,,,,1,6,Top,,,,,120536,,,,,,,,,,,,,,,,,15894,407194,120536,123678,110183,421064,121663,114260,112155,111742,,,,,,,,,56,1,,2,10,10,2,10,2,10,2,,,,0.0,0.024,3,31
,2003-03-31,,,,"Bacsik, Mike",279913,407194,home_run,hit_into_play,,,,,,Corey Patterson homers (1) on a fly ball to right field.    Moises Alou scores.    Hee-Seop Choi scores.,R,L,L,NYM,CHC,X,,fly_ball,0,1,2003,,,,,,110189,400292,1,6,Top,,,,,120536,,,,,,,,,,,,,,,,,15894,407194,120536,123678,110183,421064,121663,114260,112155,111742,,,,2.0,,0,3,,55,2,,2,7,7,2,10,2,10,2,,,,-0.029,2.407,3,31
,2003-03-31,,,,"Bacsik, Mike",279913,407194,,swinging_strike,,,,,,Corey Patterson homers (1) on a fly ball to right field.    Moises Alou scores.    Hee-Seop Choi scores.,R,L,L,NYM,CHC,S,,,0,0,2003,,,,,,110189,400292,1,6,Top,,,,,120536,,,,,,,,,,,,,,,,,15894,407194,120536,123678,110183,421064,121663,114260,112155,111742,,,,,,,,,55,1,,2,7,7,2,7,2,7,2,,,,0.0,-0.082,3,31
,2003-03-31,,,,"Bacsik, Mike",110840,407194,sac_fly,hit_into_play,,,,,,Mark Bellhorn out on a sacrifice fly to left fielder Cliff Floyd.   Sammy Sosa scores.,R,R,L,NYM,CHC,X,7,fly_ball,0,1,2003,,,,,122544,110189,400292,0,6,Top,,,,,120536,,,,,,,,,,,,,,,,,15894,407194,120536,123678,110183,421064,121663,114260,112155,111742,,,,0.0,,0,0,,54,2,,2,6,6,2,7,2,7,2,,,,0.001,-0.43,3,31
