pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,month,day
,1992-10-24,,,,"Timlin, Mike",119812,123348,field_out,hit_into_play,,,,,,"Otis Nixon bunt grounds out, pitcher Mike Timlin to first baseman Joe Carter.",W,L,R,ATL,TOR,X,1,ground_ball,0,1,1992,,,,,122477,,,2,11,Bot,,,,,111232,,,,,,,,,,,,,,,,,67980,123348,111232,112064,110183,115209,115137,118190,124164,124448,,,,0.0,,0,0,,97,2,,3,4,3,4,4,3,3,4,,,,-0.16,0.185,10,24
,1992-10-24,,,,"Timlin, Mike",119812,123348,,foul,,,,,,"Otis Nixon bunt grounds out, pitcher Mike Timlin to first baseman Joe Carter.",W,L,R,ATL,TOR,S,,,0,0,1992,,,,,122477,,,2,11,Bot,,,,,111232,,,,,,,,,,,,,,,,,67980,123348,111232,112064,110183,115209,115137,118190,124164,124448,,,,,,,,,97,1,,3,4,3,4,4,3,3,4,,,,0.0,-0.031,10,24
,1992-10-24,,,,"Key, Jimmy",116327,117032,field_out,hit_into_play,,,,,,Brian R.   Hunter grounds out to first baseman Joe Carter.   Jeff Blauser scores.    John Smoltz to 3rd.,W,R,L,ATL,TOR,X,3,ground_ball,1,0,1992,,,,,111090,122477,,1,11,Bot,,,,,111232,,,,,,,,,,,,,,,,,67980,117032,111232,112064,110183,115209,115137,118190,124164,124448,,,,0.0,,0,0,,96,2,,2,4,2,4,4,3,3,4,,,,-0.124,-0.326,10,24
,1992-10-24,,,,"Key, Jimmy",116327,117032,,ball,,,,,,Brian R.   Hunter grounds out to first baseman Joe Carter.   Jeff Blauser scores.    John Smoltz to 3rd.,W,R,L,ATL,TOR,B,,,0,0,1992,,,,,111090,122477,,1,11,Bot,,,,,111232,,,,,,,,,,,,,,,,,67980,117032,111232,112064,110183,115209,115137,118190,124164,124448,,,,,,,,,96,1,,2,4,2,4,4,2,2,4,,,,0.0,0.012,10,24
,1992-10-24,,,,"Key, Jimmy",110841,117032,sac_bunt,hit_into_play,,,,,,"Rafael Belliard out on a sacrifice bunt, pitcher Jimmy Key to second baseman Roberto Alomar.   John Smoltz to 2nd.",W,R,L,ATL,TOR,X,1,ground_ball,0,1,1992,,,,,111090,,122477,0,11,Bot,,,,,111232,,,,,,,,,,,,,,,,,67980,117032,111232,112064,110183,115209,115137,118190,124164,124448,,,,0.0,,0,0,,95,2,,2,4,2,4,4,2,2,4,,,,-0.059,-0.467,10,24
,1992-10-24,,,,"Key, Jimmy",110841,117032,,foul_bunt,,,,,,"Rafael Belliard out on a sacrifice bunt, pitcher Jimmy Key to second baseman Roberto Alomar.   John Smoltz to 2nd.",W,R,L,ATL,TOR,S,,,0,0,1992,,,,,111090,,122477,0,11,Bot,,,,,111232,,,,,,,,,,,,,,,,,67980,117032,111232,112064,110183,115209,115137,118190,124164,124448,,,,,,,,,95,1,,2,4,2,4,4,2,2,4,,,,0.0,-0.076,10,24
,1992-10-24,,,,"Key, Jimmy",110939,117032,field_error,hit_into_play,,,,,,Damon Berryhill reaches on a fielding error by shortstop Alfredo Griffin.   Jeff Blauser to 3rd.,W,R,L,ATL,TOR,X,6,ground_ball,0,0,1992,,,,,,,111090,0,11,Bot,,,,,111232,,,,,,,,,,,,,,,,,67980,117032,111232,112064,110183,115209,115137,118190,124164,124448,,,,0.9,,0,0,,94,1,,2,4,2,4,4,2,2,4,,,,0.166,0.7,10,24
,1992-10-24,,,,"Key, Jimmy",111090,117032,single,hit_into_play,,,,,,Jeff Blauser singles on a line drive to left fielder Candy Maldonado.,W,R,L,ATL,TOR,X,7,line_drive,0,0,1992,,,,,,,,0,11,Bot,,,,,111232,,,,,,,,,,,,,,,,,67980,117032,111232,112064,110183,115209,115137,118190,124164,124448,,,,0.9,,1,0,,93,1,,2,4,2,4,4,2,2,4,,,,0.09,0.374,10,24
,1992-10-24,,,,"Leibrandt, Charlie",118190,117643,field_out,hit_into_play,,,,,,Candy Maldonado pops out to second baseman Rafael Belliard.,W,R,L,ATL,TOR,X,4,popup,2,2,1992,,,,,,124448,,2,11,Top,,,,,110939,,,,,,,,,,,,,,,,,67980,117643,110939,111410,110841,120381,111090,114567,119812,116798,,,,0.0,,0,0,,92,5,,2,4,4,2,4,2,4,2,,,,0.012,-0.248,10,24
,1992-10-24,,,,"Leibrandt, Charlie",118190,117643,,ball,,,,,,Candy Maldonado pops out to second baseman Rafael Belliard.,W,R,L,ATL,TOR,B,,,1,2,1992,,,,,,124448,,2,11,Top,,,,,110939,,,,,,,,,,,,,,,,,67980,117643,110939,111410,110841,120381,111090,114567,119812,116798,,,,,,,,,92,4,,2,4,4,2,4,2,4,2,,,,0.0,0.035,10,24
