IDfg,Season,Name,Team,Age,W,L,WAR,ERA,G,GS,CG,ShO,SV,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,GB,FB,LD,IFFB,Balls,Strikes,Pitches,RS,IFH,BU,BUH,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Starting,Start-IP,Relieving,Relief-IP,RAR,Dollars,tERA,xFIP,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,FB% 2,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,HLD,SD,MD,ERA-,FIP-,xFIP-,K%,BB%,SIERA,RS/9,E-F,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,RA9-WAR,BIP-Wins,LOB-Wins,FDP-Wins,Age Rng,K-BB%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,kwERA,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,LD%+,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xERA
1001013,1950,Ewell Blackwell,CIN,27,17,15,6.4,2.97,40,32,18,1,4,,261.0,1102,203,105,86,12,112,,13,11,0,188,,,,,,,,,,,,6.48,3.86,1.68,7.0,0.41,0.208,1.21,0.246,0.7170000000000001,3.18,,,,,,,,,,,,,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,73,,0.171,0.102,,,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,1.7,-1.8,-0.1,27 - 27,0.069,,,,,,,3.48,0.28300000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,104,152.0,77,46,80,85,91,102.0,162,107,,,,,,,,,,,,,,,,,,0,,,
1012299,1950,Warren Spahn,BSN,29,21,17,5.6,3.16,41,39,25,1,1,,293.0,1217,248,123,103,22,111,,1,8,0,191,,,,,,,,,,,,5.87,3.41,1.72,7.62,0.68,0.224,1.23,0.253,0.72,3.4,,,,,,,,,,,,,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,83,,0.157,0.091,,,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,1.4,-1.3,0.2,29 - 29,0.066,,,,,,,3.52,0.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,92,156.0,84,75,87,86,93,102.0,149,96,,,,,,,,,,,,,,,,,,0,,,
1006358,1950,Larry Jansen,NYG,29,19,13,5.6,3.01,40,35,21,5,3,,275.0,1093,238,106,92,31,55,,1,0,0,161,,,,,,,,,,,,5.27,1.8,2.93,7.79,1.01,0.23,1.07,0.245,0.75,3.49,,,,,,,,,,,,,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,81,,0.147,0.05,,,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,1.9,-0.4,1.5,29 - 29,0.09699999999999999,,,,,,,3.15,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,49,265.0,86,113,89,75,90,106.0,140,53,,,,,,,,,,,,,,,,,,0,,,
1009529,1950,Don Newcombe,BRO,24,19,11,5.4,3.7,40,35,20,4,3,,267.1,1101,258,120,110,22,75,,2,1,1,130,,,,,,,,,,,,4.38,2.52,1.73,8.69,0.74,0.252,1.25,0.271,0.7070000000000001,3.55,,,,,,,,,,,,,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,82,,0.11800000000000001,0.068,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,0.1,-0.3,-0.3,24 - 24,0.05,,,,,,,3.71,0.20600000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,68,157.0,96,82,97,88,100,100.0,112,72,,,,,,,,,,,,,,,,,,0,,,
1011046,1950,Robin Roberts,PHI,23,20,11,5.3,3.02,40,39,21,5,1,,304.1,1228,282,112,102,29,77,,2,2,0,146,,,,,,,,,,,,4.32,2.28,1.9,8.34,0.86,0.245,1.18,0.26,0.777,3.64,,,,,,,,,,,,,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,87,,0.11900000000000001,0.063,,,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,1.0,1.9,2.9,23 - 23,0.055999999999999994,,,,,,,3.64,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,61,172.0,92,95,95,83,96,110.0,113,66,,,,,,,,,,,,,,,,,,0,,,
1011307,1950,Bob Rush,CHC,24,13,20,4.8,3.71,39,34,19,1,1,,254.2,1094,261,124,105,11,93,,6,2,0,93,,,,,,,,,,,,3.29,3.29,1.0,9.22,0.39,0.262,1.39,0.281,0.685,3.58,,,,,,,,,,,,,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,84,,0.085,0.085,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,-0.7,-0.5,-1.2,24 - 24,0.0,,,,,,,4.31,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,89,91.0,102,43,101,98,103,97.0,81,89,,,,,,,,,,,,,,,,,,0,,,
1010423,1950,Howie Pollet,STL,29,14,13,4.7,3.29,37,30,14,2,2,,232.1,973,228,103,85,19,68,,1,4,0,117,,,,,,,,,,,,4.53,2.63,1.72,8.83,0.74,0.252,1.27,0.272,0.7170000000000001,3.53,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,81,,0.12,0.07,,,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,0.0,-0.1,-0.1,29 - 29,0.05,,,,,,,3.71,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,71,156.0,97,82,98,90,100,102.0,114,73,,,,,,,,,,,,,,,,,,0,,,
1010702,1950,Vic Raschi,NYY,31,21,8,4.5,4.0,33,32,17,2,1,,256.2,1085,232,120,114,19,116,,3,6,6,155,,,,,,,,,,,,5.44,4.07,1.34,8.14,0.67,0.24,1.36,0.269,0.7120000000000001,3.73,,,,,,,,,,,,,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,88,,0.14300000000000002,0.107,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.7,-0.2,0.5,31 - 31,0.036000000000000004,,,,,,,3.88,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,91,159.0,86,83,90,88,96,103.0,153,96,,,,,,,,,,,,,,,,,,0,,,
1010017,1950,Mel Parnell,BOS,28,18,10,4.5,3.61,40,31,21,2,3,,249.0,1070,244,116,100,17,106,,7,4,0,93,,,,,,,,,,,,3.36,3.83,0.88,8.82,0.61,0.255,1.41,0.268,0.723,4.09,,,,,,,,,,,,,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,87,,0.087,0.099,,,-0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,0.7,0.7,1.4,28 - 28,-0.012,,,,,,,4.46,0.20199999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,86,104.0,94,77,96,91,96,105.0,93,89,,,,,,,,,,,,,,,,,,0,,,
1006238,1950,Fred Hutchinson,DET,30,17,8,4.5,3.96,39,26,10,1,0,,231.2,989,269,119,102,18,48,,5,2,0,71,,,,,,,,,,,,2.76,1.86,1.48,10.45,0.7,0.287,1.37,0.296,0.684,3.67,,,,,,,,,,,,,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,82,,0.07200000000000001,0.049,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,-1.1,0.3,-0.8,30 - 30,0.023,,,,,,,4.03,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,42,176.0,111,88,108,89,106,99.0,77,44,,,,,,,,,,,,,,,,,,0,,,
