IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
1011070,1951,Jackie Robinson,BRO,32,153,548,642,185,126,33,7,19,106,88,79,,27,9,,6,10,25,8,0.338,,,,,,,,,,,0.12300000000000001,0.042,2.93,0.429,0.527,0.957,0.19,0.331,,,,,,,,,0.436,50.0,125,44.5,16.0,19.1,4.6,88.9,9.0,,6.3,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,2.3,,32 - 32,46.8,2.4,,,,,,,,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,129.0,47.0,126.0,130.0,138.0,120.0,,,,,,,,,,,,,,,,,,0,,,,,,9.0
1009405,1951,Stan Musial,STL,30,152,578,678,205,131,30,12,32,124,108,98,,40,1,,1,6,4,5,0.355,,,,,,,,,,,0.145,0.059000000000000004,2.45,0.449,0.614,1.063,0.26,0.342,,,,,,,,,0.475,73.6,153,67.5,3.0,20.2,-7.8,84.8,8.6,,4.9,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8,-0.6,,30 - 30,66.9,2.5,,,,,,,,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,152.0,66.0,132.0,152.0,188.0,124.0,,,,,,,,,,,,,,,,,,0,,,,,,8.6
1006923,1951,Ralph Kiner,PIT,28,151,531,670,164,85,31,6,42,124,109,137,,57,2,,0,10,2,1,0.309,,,,,,,,,,,0.204,0.085,2.4,0.452,0.627,1.079,0.318,0.282,,,,,,,,,0.479,74.7,153,65.9,-6.0,20.0,-8.2,74.8,7.6,,4.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.2,0.7,,28 - 28,66.5,2.5,,,,,,,,0.35200000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,215.0,95.0,132.0,155.0,231.0,102.0,,,,,,,,,,,,,,,,,,0,,,,,,7.6
1014040,1951,Ted Williams,BOS,32,148,531,675,169,107,28,4,30,109,126,144,,45,0,,0,10,1,1,0.318,,,,,,,,,,,0.213,0.067,3.2,0.464,0.556,1.019,0.237,0.305,,,,,,,,,0.463,66.5,146,55.5,0.0,20.1,-7.3,70.4,7.1,,2.9,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.3,0.5,,32 - 32,56.1,1.5,,,,,,,,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,203.0,77.0,133.0,142.0,190.0,109.0,,,,,,,,,,,,,,,,,,0,,,,,,7.1
1001871,1951,Roy Campanella,BRO,29,143,505,562,164,97,33,1,33,90,108,53,,51,4,,0,19,1,2,0.325,,,,,,,,,,,0.094,0.091,1.04,0.393,0.59,0.983,0.265,0.311,,,,,,,,,0.44,45.5,112,40.7,2.0,16.8,8.6,70.0,7.1,,2.3,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,-0.2,,29 - 29,40.5,2.1,,,,,,,,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,99.0,102.0,115.0,146.0,193.0,113.0,,,,,,,,,,,,,,,,,,0,,,,,,7.1
1006275,1951,Monte Irvin,NYG,32,151,558,657,174,120,19,11,24,94,121,89,,44,9,,1,15,12,2,0.312,,,,,,,,,,,0.135,0.067,2.02,0.415,0.514,0.929,0.203,0.306,,,,,,,,,0.424,44.8,122,40.2,7.0,19.6,-7.9,63.5,6.4,,6.2,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,2.2,,32 - 32,42.4,2.4,,,,,,,,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,142.0,75.0,121.0,127.0,147.0,111.0,,,,,,,,,,,,,,,,,,0,,,,,,6.4
1003346,1951,Larry Doby,CLE,27,134,447,551,132,80,27,5,20,84,69,101,,81,3,,0,10,4,1,0.295,,,,,,,,,,,0.183,0.147,1.25,0.428,0.512,0.941,0.217,0.324,,,,,,,,,0.43,40.3,105,40.6,4.0,16.4,-0.8,62.3,6.3,,4.6,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,0.9,,27 - 27,41.5,1.2,,,,,,,,0.36700000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,175.0,170.0,123.0,131.0,174.0,116.0,,,,,,,,,,,,,,,,,,0,,,,,,6.3
1006604,1951,Eddie Joost,PHA,35,140,553,667,160,108,28,5,19,107,78,106,,70,6,,2,6,10,8,0.289,,,,,,,,,,,0.159,0.105,1.51,0.409,0.461,0.87,0.172,0.304,,,,,,,,,0.403,34.8,113,28.5,4.0,19.9,8.6,61.8,6.3,,4.7,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,-0.7,,35 - 35,27.8,1.5,,,,,,,,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,151.0,122.0,117.0,118.0,138.0,109.0,,,,,,,,,,,,,,,,,,0,,,,,,6.3
1000335,1951,Richie Ashburn,PHI,24,154,643,712,221,181,31,5,4,92,63,50,,37,2,,17,4,29,6,0.344,,,,,,,,,,,0.07,0.052000000000000005,1.35,0.393,0.426,0.819,0.082,0.36,,,,,,,,,0.38,24.2,108,21.0,12.0,21.2,-1.0,59.9,6.1,,5.8,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,4.0,,24 - 24,25.0,2.6,,,,,,,,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,74.0,58.0,115.0,105.0,60.0,130.0,,,,,,,,,,,,,,,,,,0,,,,,,6.1
1008984,1951,Minnie Minoso,- - -,25,146,530,622,173,115,34,14,10,112,76,72,,42,16,,4,12,31,10,0.326,,,,,,,,,,,0.11599999999999999,0.068,1.71,0.422,0.5,0.922,0.174,0.341,,,,,,,,,0.423,41.8,115,38.7,-4.0,18.5,-3.4,53.9,5.5,,7.8,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.4,2.7,,25 - 25,41.4,1.4,,,,,,,,0.19899999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,110.0,78.0,121.0,127.0,139.0,122.0,,,,,,,,,,,,,,,,,,0,,,,,,5.5
